strategy,agents,rewards
mlp_global,10,"[[91.44824981689453, 99.91934967041016, 84.65655517578125, 103.81465148925781, 95.6994400024414, 97.02092742919922, 94.03462982177734, 87.90357208251953, 90.40169525146484, 97.30050659179688], [95.26583862304688, 86.98853302001953, 95.66616821289062, 96.65230560302734, 86.23242950439453, 95.82433319091797, 75.16808319091797, 97.20185089111328, 88.08323669433594, 98.53191375732422], [99.56542205810547, 91.07929992675781, 107.73103332519531, 105.929443359375, 88.9218521118164, 96.47007751464844, 101.19483184814453, 95.3949203491211, 103.46086883544922, 106.38587188720703], [89.11817932128906, 96.47111511230469, 97.49407958984375, 89.33749389648438, 97.935546875, 89.25186157226562, 89.91271209716797, 81.3187484741211, 94.75971221923828, 89.42025756835938], [79.3534927368164, 96.36324310302734, 94.57411193847656, 93.86689758300781, 96.13025665283203, 86.47347259521484, 88.22282409667969, 88.22238159179688, 93.31114196777344, 83.39677429199219], [72.87240600585938, 68.34833526611328, 82.53849792480469, 85.533203125, 74.51860046386719, 95.29363250732422, 82.74095153808594, 81.8816909790039, 88.65632629394531, 80.87403869628906], [89.8082275390625, 100.93948364257812, 98.87275695800781, 95.00308227539062, 98.07624053955078, 98.37737274169922, 96.70625305175781, 88.17566680908203, 97.26427459716797, 99.61174774169922], [108.86001586914062, 102.57555389404297, 100.02226257324219, 91.65263366699219, 85.76860809326172, 92.37980651855469, 99.70377349853516, 99.98481750488281, 97.32815551757812, 95.60868072509766], [103.97013092041016, 93.52692413330078, 95.20895385742188, 94.07134246826172, 92.19190979003906, 103.25215148925781, 94.05915069580078, 92.72086334228516, 79.19224548339844, 94.4526596069336], [95.65635681152344, 94.76058959960938, 94.6372299194336, 88.15843963623047, 95.33050537109375, 91.99188232421875, 104.534912109375, 84.86019134521484, 85.81758117675781, 86.5274658203125]]"
mlp_global,20,"[[78.63499450683594, 56.052085876464844, 80.80108642578125, 61.259010314941406, 68.07376861572266, 94.121337890625, 71.77275848388672, 73.2041015625, 84.1871337890625, 70.3274917602539], [43.37239074707031, 55.570091247558594, 72.92792510986328, 50.56232452392578, 55.10403060913086, 31.69745445251465, 36.479393005371094, 58.72180938720703, 54.88522720336914, 71.35784912109375], [56.35334777832031, 83.72953033447266, 74.11820983886719, 72.98179626464844, 62.952396392822266, 66.39903259277344, 67.55040740966797, 50.35749816894531, 53.125064849853516, 77.89552307128906], [41.040008544921875, 84.70074462890625, 57.3112907409668, 69.01836395263672, 40.518001556396484, 66.85175323486328, 55.65608215332031, 61.86791229248047, 53.98573684692383, 40.846038818359375], [73.3529052734375, 83.86631774902344, 65.57553100585938, 73.41622161865234, 67.25086212158203, 47.60186767578125, 62.7993049621582, 52.49353790283203, 66.80658721923828, 66.01827239990234], [52.36182403564453, 56.16956329345703, 41.0592041015625, 41.8075065612793, 47.107608795166016, 42.03208923339844, 63.292118072509766, 70.60517883300781, 60.73102951049805, 46.428077697753906], [93.6747817993164, 70.2137680053711, 70.955078125, 58.27950668334961, 65.36229705810547, 84.50582122802734, 56.906036376953125, 78.71281433105469, 69.86556243896484, 50.32780456542969], [43.423789978027344, 62.43606948852539, 70.35095977783203, 85.80069732666016, 66.8323974609375, 64.89063262939453, 31.936851501464844, 56.35223388671875, 50.91055679321289, 81.18981170654297], [89.35851287841797, 77.5990219116211, 76.25211334228516, 100.84095001220703, 88.14726257324219, 89.83781433105469, 84.22294616699219, 90.10774993896484, 75.71688842773438, 84.295166015625], [53.9588508605957, 78.40313720703125, 55.14928436279297, 73.73291778564453, 54.0953254699707, 48.693626403808594, 63.033424377441406, 39.072608947753906, 59.94121170043945, 76.73243713378906]]"
graph_sage,5,"[[67.8845443725586, 59.021240234375, 65.42901611328125, 57.1606330871582, 62.15711975097656, 72.27002716064453, 63.177215576171875, 66.6534423828125, 67.94036102294922, 56.37787628173828], [89.58454132080078, 86.65624237060547, 85.05240631103516, 79.91687774658203, 92.48408508300781, 72.93583679199219, 94.58258056640625, 79.15511322021484, 79.00739288330078, 94.96315002441406], [78.6837387084961, 68.67549133300781, 69.06813049316406, 64.13815307617188, 64.71387481689453, 77.96636962890625, 74.22509002685547, 79.42294311523438, 77.42168426513672, 48.203826904296875], [48.350704193115234, 69.24303436279297, 55.8371467590332, 47.5188102722168, 49.07408905029297, 50.92924499511719, 47.21421432495117, 64.91320037841797, 58.88368606567383, 51.61547088623047], [62.423583984375, 62.05341339111328, 49.25423812866211, 70.88865661621094, 71.15776062011719, 71.80209350585938, 58.365150451660156, 69.76419830322266, 62.099002838134766, 47.33913040161133], [51.76498031616211, 62.3102912902832, 64.92159271240234, 60.536048889160156, 49.88447952270508, 52.79507064819336, 54.54444122314453, 50.36110305786133, 49.642032623291016, 52.034324645996094], [84.78182220458984, 92.58549499511719, 75.85562133789062, 73.44245910644531, 69.21907043457031, 84.8386001586914, 70.93798065185547, 73.16304779052734, 72.13510131835938, 77.45252227783203], [59.08403396606445, 60.54933547973633, 57.4017333984375, 56.96031951904297, 46.60844421386719, 54.86408996582031, 40.291568756103516, 64.42366790771484, 55.620262145996094, 62.15824890136719], [83.67961120605469, 63.89469528198242, 66.28690338134766, 63.385597229003906, 61.362213134765625, 60.98988342285156, 64.75260925292969, 60.80645751953125, 74.63995361328125, 57.04324722290039], [74.99713897705078, 70.75410461425781, 62.6722412109375, 53.76649856567383, 64.05691528320312, 67.06383514404297, 71.11117553710938, 57.299964904785156, 65.1582260131836, 66.0116195678711]]"
graph_sage,10,"[[80.95320892333984, 74.4132308959961, 89.0738754272461, 74.55226135253906, 82.3004379272461, 82.868408203125, 73.14466094970703, 89.53291320800781, 86.28919219970703, 80.80941772460938], [92.73918151855469, 96.22066497802734, 90.86974334716797, 98.75672149658203, 90.03522491455078, 77.05361938476562, 90.46881866455078, 79.83767700195312, 75.78286743164062, 82.48590087890625], [81.45663452148438, 85.92496490478516, 90.24526977539062, 78.24968719482422, 83.47367095947266, 84.82117462158203, 89.47704315185547, 80.43193817138672, 91.52491760253906, 75.2436752319336], [97.08617401123047, 99.86551666259766, 91.0730209350586, 88.66313171386719, 100.51404571533203, 86.19485473632812, 108.12417602539062, 89.82037353515625, 89.46965789794922, 86.87445068359375], [82.90886688232422, 87.54812622070312, 86.07168579101562, 82.74622344970703, 89.90678405761719, 89.51324462890625, 91.3454360961914, 85.13921356201172, 85.55951690673828, 93.98931884765625], [82.58798217773438, 85.38497161865234, 101.15825653076172, 89.79601287841797, 104.88176727294922, 99.30850219726562, 104.6225357055664, 80.15726470947266, 90.09597778320312, 93.40557861328125], [87.88299560546875, 90.32788848876953, 91.1795883178711, 92.59607696533203, 87.46788024902344, 82.73645782470703, 87.01522064208984, 89.53705596923828, 107.40020751953125, 94.95512390136719], [84.8159408569336, 80.49500274658203, 78.73511505126953, 86.85166931152344, 85.25570678710938, 86.5994644165039, 76.49185943603516, 74.22976684570312, 88.57792663574219, 85.21722412109375], [84.84455108642578, 90.33451843261719, 88.64752960205078, 85.32427215576172, 82.8331527709961, 79.59716796875, 95.08740997314453, 85.5290298461914, 88.33060455322266, 95.94171142578125], [94.58138275146484, 81.09136199951172, 87.77619171142578, 78.41668701171875, 97.38666534423828, 87.0888671875, 93.8420181274414, 98.61456298828125, 80.94605255126953, 92.18061828613281]]"
graph_sage,20,"[[75.535888671875, 59.71682357788086, 58.73033142089844, 57.291114807128906, 77.24934387207031, 78.47490692138672, 71.01637268066406, 67.9304428100586, 76.66331481933594, 64.18324279785156], [56.32129669189453, 48.02418899536133, 67.87032318115234, 51.732852935791016, 49.2980842590332, 70.3608169555664, 60.7756233215332, 66.04596710205078, 80.16120910644531, 57.473785400390625], [32.380855560302734, 53.54117965698242, 42.45719909667969, 33.446964263916016, 48.524471282958984, 37.7985725402832, 34.66728591918945, 38.80085754394531, 52.64205551147461, 41.700008392333984], [42.8933219909668, 78.23735809326172, 55.484886169433594, 63.48455810546875, 52.236812591552734, 75.37031555175781, 69.70513916015625, 57.45542907714844, 61.29325866699219, 46.68373107910156], [54.36494445800781, 64.95084381103516, 47.845558166503906, 38.263248443603516, 52.05427169799805, 56.116641998291016, 35.597328186035156, 33.91633224487305, 48.1638298034668, 28.158405303955078], [57.53143310546875, 72.8785171508789, 51.740535736083984, 70.60865020751953, 63.746883392333984, 58.232723236083984, 49.605369567871094, 65.70787048339844, 59.83123779296875, 59.40541076660156], [105.72265625, 68.20574951171875, 84.11996459960938, 57.844146728515625, 94.98294067382812, 76.83549499511719, 82.2605972290039, 77.67628479003906, 77.65702819824219, 90.93389892578125], [77.34406280517578, 75.25462341308594, 85.33045196533203, 74.39823913574219, 59.1120719909668, 72.67860412597656, 61.088722229003906, 84.6903076171875, 72.02217102050781, 62.52703094482422], [78.69363403320312, 65.75852966308594, 66.69763946533203, 70.29484558105469, 79.82504272460938, 57.629493713378906, 69.28238677978516, 64.54064178466797, 76.46078491210938, 57.23356246948242], [41.95481491088867, 59.632484436035156, 44.19872283935547, 51.1527099609375, 58.36965560913086, 41.354156494140625, 62.194637298583984, 63.237403869628906, 62.89381790161133, 65.10491180419922]]"
graph_gat,5,"[[54.9252815246582, 59.41633224487305, 51.85187530517578, 53.34578323364258, 57.81330108642578, 68.20475769042969, 42.33679962158203, 49.839664459228516, 39.422916412353516, 52.396278381347656], [63.9201545715332, 60.2709846496582, 63.09730529785156, 54.386085510253906, 56.071693420410156, 51.939266204833984, 56.05772018432617, 53.82564163208008, 55.88849639892578, 57.52718734741211], [68.9562759399414, 60.3373908996582, 57.321022033691406, 72.08777618408203, 60.02568817138672, 68.45207214355469, 69.03527069091797, 50.27613067626953, 60.667198181152344, 57.66083908081055], [57.48371887207031, 85.16180419921875, 71.21656799316406, 59.385704040527344, 69.49491119384766, 68.13970184326172, 56.841400146484375, 62.15592956542969, 57.279998779296875, 68.9909896850586], [59.63175964355469, 65.17631530761719, 57.26914596557617, 65.44131469726562, 79.20442962646484, 61.60901641845703, 69.5788803100586, 60.15397262573242, 65.3742446899414, 46.607452392578125], [75.59798431396484, 70.44117736816406, 76.59376525878906, 76.78182983398438, 76.47643280029297, 71.44171905517578, 74.14717102050781, 79.76998138427734, 80.825439453125, 84.00247192382812], [74.02009582519531, 81.6895751953125, 62.49592208862305, 64.86576843261719, 58.73942184448242, 62.65306091308594, 65.22752380371094, 75.99478912353516, 71.94042205810547, 74.53984069824219], [74.1933822631836, 64.47303771972656, 77.15101623535156, 69.86166381835938, 78.60142517089844, 76.28609466552734, 70.65547180175781, 85.16118621826172, 75.27162170410156, 69.59515380859375], [96.8377685546875, 79.4745864868164, 63.01897048950195, 83.44389343261719, 71.95165252685547, 68.03378295898438, 75.42070007324219, 80.17029571533203, 82.43290710449219, 66.50731658935547], [30.28505516052246, 24.914793014526367, 23.90338897705078, 13.88232707977295, 30.301286697387695, 27.717878341674805, 24.72939682006836, 19.969003677368164, 20.907859802246094, 25.39251708984375]]"
graph_gat,10,"[[83.7921142578125, 68.23562622070312, 77.2551498413086, 79.31723022460938, 69.89057159423828, 69.03475189208984, 91.14049530029297, 79.60527801513672, 95.7418212890625, 75.38096618652344], [90.76925659179688, 92.88614654541016, 90.94364166259766, 94.03028869628906, 100.06794738769531, 97.28337097167969, 85.77909851074219, 92.0472640991211, 87.08089447021484, 83.40492248535156], [96.15611267089844, 79.26070404052734, 107.37660217285156, 100.1825180053711, 88.29928588867188, 88.27995300292969, 87.23717498779297, 93.74421691894531, 81.30096435546875, 101.17953491210938], [94.25799560546875, 91.80042266845703, 77.45470428466797, 77.79037475585938, 84.49246215820312, 87.47567749023438, 94.24748229980469, 89.98131561279297, 89.45487976074219, 91.874755859375], [81.209716796875, 83.79345703125, 104.6435775756836, 79.72584533691406, 81.29973602294922, 96.729248046875, 85.45430755615234, 79.73555755615234, 86.22227478027344, 92.45162963867188], [87.03339385986328, 75.22183227539062, 88.42601776123047, 84.22561645507812, 83.60269927978516, 94.50446319580078, 84.8974838256836, 89.76315307617188, 96.8309555053711, 77.42386627197266], [79.74906158447266, 86.60762786865234, 85.94929504394531, 79.05045318603516, 79.81273651123047, 80.9953384399414, 73.7809829711914, 82.18450164794922, 67.2529525756836, 80.0733642578125], [112.60279846191406, 90.85787963867188, 85.77159881591797, 83.83800506591797, 82.79605102539062, 96.34214782714844, 103.13908386230469, 88.1005859375, 70.98921203613281, 96.03045654296875], [96.99884033203125, 82.65116882324219, 80.2886734008789, 82.39800262451172, 91.9275894165039, 79.82283782958984, 100.18993377685547, 81.22525024414062, 86.31478881835938, 74.43941497802734], [65.89480590820312, 48.37025833129883, 52.69004440307617, 51.694149017333984, 55.95624923706055, 70.6050033569336, 65.87743377685547, 48.627010345458984, 62.324649810791016, 54.903072357177734]]"
graph_gat,20,"[[49.622802734375, 37.28054428100586, 34.972694396972656, 51.11882400512695, 44.39358139038086, 43.13066482543945, 46.40290451049805, 50.26351547241211, 24.22577667236328, 30.754440307617188], [42.618797302246094, 38.35578155517578, 47.5177001953125, 44.74129104614258, 32.49479293823242, 40.674774169921875, 38.97871398925781, 45.602684020996094, 40.89851760864258, 51.5102653503418], [51.08768844604492, 54.13420486450195, 38.47816848754883, 53.57178497314453, 54.3243408203125, 53.27568435668945, 62.38166809082031, 43.0551872253418, 84.20292663574219, 52.309967041015625], [67.18833923339844, 68.36507415771484, 82.02900695800781, 66.37448120117188, 62.48640441894531, 67.46025848388672, 52.636009216308594, 67.6865463256836, 81.26160430908203, 90.67052459716797], [44.40224075317383, 35.58293914794922, 25.817800521850586, 42.702632904052734, 53.60499572753906, 52.71485137939453, 36.46413803100586, 30.592870712280273, 22.301471710205078, 43.92716979980469], [43.202415466308594, 39.47200012207031, 19.670352935791016, 42.60406494140625, 40.25458908081055, 28.657428741455078, 16.588953018188477, 39.34635925292969, 21.572595596313477, 39.0483512878418], [55.56455993652344, 45.92756271362305, 54.22283935546875, 54.640350341796875, 64.289794921875, 35.213809967041016, 49.362525939941406, 52.15188980102539, 46.444549560546875, 65.34501647949219], [53.35151672363281, 68.04061126708984, 57.158424377441406, 43.197689056396484, 71.8121566772461, 75.37709045410156, 74.29400634765625, 40.86822509765625, 58.281822204589844, 85.57886505126953], [50.02015686035156, 46.71671676635742, 66.65838623046875, 59.09373092651367, 58.05093765258789, 60.358280181884766, 82.21910095214844, 39.916961669921875, 62.185752868652344, 66.84029388427734], [34.82898712158203, 54.24500274658203, 38.9525146484375, 44.94561004638672, 49.34773254394531, 36.03246307373047, 33.703636169433594, 42.840152740478516, 36.30547332763672, 42.719505310058594]]"
graph_gat_v2,5,"[[78.07866668701172, 73.3123779296875, 72.77862548828125, 57.0660400390625, 83.70833587646484, 85.93222045898438, 71.80622100830078, 59.997013092041016, 76.1577377319336, 84.67882537841797], [42.69951629638672, 51.21238327026367, 49.438087463378906, 46.95038604736328, 50.54606628417969, 65.32239532470703, 57.28011703491211, 59.560630798339844, 67.41165924072266, 49.030155181884766], [74.83788299560547, 67.45468139648438, 68.01150512695312, 58.9552001953125, 65.79399871826172, 60.448028564453125, 71.55873107910156, 80.0483169555664, 79.3555908203125, 71.99694061279297], [67.00798034667969, 73.66860961914062, 72.56314086914062, 47.42816162109375, 56.867950439453125, 53.36233901977539, 80.48836517333984, 81.09748077392578, 78.06605529785156, 64.4118881225586], [60.66188430786133, 65.68327331542969, 58.36070251464844, 71.23664855957031, 77.66980743408203, 74.0638427734375, 77.16966247558594, 67.0768051147461, 62.6622200012207, 66.58047485351562], [79.32823181152344, 74.0389404296875, 80.96102142333984, 76.53876495361328, 73.3781509399414, 82.01878356933594, 75.63025665283203, 66.77804565429688, 79.71867370605469, 83.69538116455078], [86.86341857910156, 94.4574966430664, 86.80589294433594, 83.15208435058594, 77.73607635498047, 81.98165130615234, 77.39945983886719, 82.41883850097656, 75.63738250732422, 76.31047821044922], [60.066993713378906, 61.3703498840332, 75.19734954833984, 54.25894546508789, 59.249412536621094, 43.22256851196289, 83.29647064208984, 70.00926208496094, 70.34262084960938, 63.4106559753418], [96.32527923583984, 75.9189682006836, 72.96099853515625, 85.24591064453125, 79.07268524169922, 82.77244567871094, 76.27592468261719, 77.05242919921875, 79.67366027832031, 76.36058807373047], [61.927345275878906, 74.78935241699219, 65.35492706298828, 64.35578155517578, 60.774173736572266, 67.62046813964844, 56.70871353149414, 70.73710632324219, 68.50367736816406, 63.1937255859375]]"
graph_gat_v2,10,"[[98.05448913574219, 83.56854248046875, 110.3744125366211, 85.3570785522461, 94.9485092163086, 85.75788879394531, 88.23343658447266, 86.16168975830078, 104.02461242675781, 100.20771789550781], [92.07496643066406, 74.70626068115234, 81.22911071777344, 80.02484130859375, 71.92581939697266, 85.32820129394531, 69.68357849121094, 85.57081604003906, 75.84873962402344, 80.12367248535156], [85.65129089355469, 79.72903442382812, 93.1717529296875, 73.13419342041016, 77.61349487304688, 83.74076843261719, 83.52934265136719, 89.53995513916016, 98.9354248046875, 70.80989837646484], [78.4214859008789, 71.70185089111328, 74.23297882080078, 81.46880340576172, 75.18675994873047, 58.15742111206055, 67.64578247070312, 82.01600646972656, 74.55548095703125, 70.03313446044922], [85.84513092041016, 88.92631530761719, 98.27131652832031, 92.08871459960938, 88.70143127441406, 84.96253967285156, 88.57109069824219, 76.59137725830078, 82.19831085205078, 83.49266815185547], [79.50807189941406, 70.1531753540039, 62.06546401977539, 61.77097702026367, 89.3022232055664, 92.77436065673828, 84.84705352783203, 76.75433349609375, 75.26628875732422, 74.89393615722656], [89.8197250366211, 90.7999496459961, 74.55955505371094, 91.98017883300781, 93.67101287841797, 82.4150619506836, 74.10478973388672, 94.60904693603516, 96.74003601074219, 90.78118133544922], [104.95976257324219, 91.37062072753906, 83.61544036865234, 68.61871337890625, 79.66951751708984, 89.69466400146484, 74.28246307373047, 73.4227066040039, 63.94831848144531, 77.74974060058594], [84.01029205322266, 101.17227935791016, 95.00517272949219, 70.900146484375, 87.8495864868164, 83.77505493164062, 92.61341094970703, 88.93769836425781, 87.03112030029297, 83.61468505859375], [99.9030532836914, 83.9121322631836, 87.28252410888672, 87.22587585449219, 82.275146484375, 87.88753509521484, 84.05502319335938, 107.62372589111328, 91.48509979248047, 84.27017974853516]]"
graph_gat_v2,20,"[[85.09937286376953, 54.21752166748047, 66.0564193725586, 75.87728118896484, 66.27420043945312, 92.33922576904297, 80.62432098388672, 40.69792556762695, 59.21422576904297, 60.16530990600586], [50.49203872680664, 63.83658981323242, 50.377113342285156, 66.7270278930664, 83.34806060791016, 49.952178955078125, 47.79573059082031, 66.14627075195312, 42.50469207763672, 63.45164489746094], [56.840606689453125, 69.23003387451172, 52.848533630371094, 59.3118896484375, 75.87271881103516, 42.109806060791016, 48.23199462890625, 47.74877166748047, 48.5628776550293, 70.74943542480469], [29.265897750854492, 53.51731872558594, 67.65052032470703, 36.998046875, 43.110172271728516, 34.02058792114258, 33.750675201416016, 38.83977508544922, 62.327266693115234, 51.72554016113281], [44.72634506225586, 71.90342712402344, 40.07191467285156, 26.277633666992188, 41.850196838378906, 39.061912536621094, 40.02946472167969, 39.36253356933594, 45.73023986816406, 13.311598777770996], [44.54003143310547, 62.01494598388672, 48.03774642944336, 39.97829818725586, 58.32141876220703, 60.35564422607422, 73.40917205810547, 55.59055709838867, 42.76589584350586, 36.41828155517578], [106.51448822021484, 73.49278259277344, 68.44298553466797, 62.8980712890625, 93.08122253417969, 69.28326416015625, 82.59321594238281, 89.5366439819336, 81.14391326904297, 64.49747467041016], [39.07698440551758, 42.34132385253906, 50.06624221801758, 47.062381744384766, 51.67119216918945, 61.74734878540039, 61.800811767578125, 48.151668548583984, 55.16679763793945, 52.776004791259766], [52.81155776977539, 61.11358642578125, 51.98899459838867, 39.214298248291016, 41.67645263671875, 63.242774963378906, 35.933555603027344, 39.30451583862305, 40.57274627685547, 33.890193939208984], [70.31832885742188, 55.65018844604492, 68.16000366210938, 72.67406463623047, 81.78409576416016, 76.031982421875, 58.45040512084961, 70.98896026611328, 72.1537094116211, 86.75614929199219]]"
set_transformer_inv,5,"[[80.93212890625, 76.09120178222656, 86.08047485351562, 82.51869201660156, 77.40380859375, 82.02603912353516, 72.17491149902344, 81.12626647949219, 84.29663848876953, 86.921142578125], [96.62345886230469, 89.92939758300781, 80.56321716308594, 74.96253967285156, 85.6578369140625, 86.64564514160156, 87.30486297607422, 75.13717651367188, 88.1474838256836, 96.22001647949219], [71.03567504882812, 72.13993835449219, 78.87226104736328, 73.64762115478516, 77.35568237304688, 60.24352264404297, 73.7059097290039, 80.83321380615234, 84.85416412353516, 64.35749816894531], [81.13056945800781, 96.53919219970703, 85.97587585449219, 84.04852294921875, 73.3482437133789, 72.7348861694336, 76.00489044189453, 90.8906478881836, 80.97560119628906, 89.45486450195312], [88.01217651367188, 93.25930786132812, 88.36485290527344, 93.95999908447266, 101.03590393066406, 92.11956024169922, 93.60670471191406, 86.01435852050781, 85.93355560302734, 79.18225860595703], [83.9389877319336, 81.626220703125, 97.72291564941406, 87.62093353271484, 84.01502227783203, 76.0215072631836, 81.23596954345703, 76.12872314453125, 90.15955352783203, 94.22351837158203], [90.70389556884766, 88.99992370605469, 86.86697387695312, 90.936767578125, 83.81999206542969, 101.41590881347656, 81.43911743164062, 83.95046997070312, 73.5694351196289, 89.02363586425781], [65.95223236083984, 71.08370971679688, 63.57886505126953, 62.84469223022461, 78.7099838256836, 70.18512725830078, 65.57083892822266, 70.17121124267578, 70.6943588256836, 74.72225189208984], [101.3171157836914, 85.22570037841797, 79.23368835449219, 77.7924575805664, 72.68085479736328, 64.50543975830078, 71.67151641845703, 73.27777862548828, 72.49678039550781, 71.76422882080078], [97.64096069335938, 94.94856262207031, 91.24873352050781, 76.8685073852539, 88.70826721191406, 77.07157897949219, 91.6195297241211, 85.03337860107422, 78.8194808959961, 83.41751098632812]]"
set_transformer_inv,10,"[[98.2326431274414, 106.83223724365234, 98.36783599853516, 113.88447570800781, 100.8205795288086, 104.75413513183594, 89.9007568359375, 104.3489990234375, 95.31866455078125, 103.3706283569336], [103.57035827636719, 93.64175415039062, 102.47213745117188, 94.43002319335938, 101.57146453857422, 94.5442123413086, 94.97880554199219, 94.66055297851562, 82.93132781982422, 95.89908599853516], [92.9474105834961, 92.11641693115234, 101.81885528564453, 89.82301330566406, 89.36151123046875, 101.4340591430664, 92.35986328125, 99.82872772216797, 87.54889678955078, 92.94292449951172], [97.21985626220703, 90.61756896972656, 87.18132019042969, 97.48599243164062, 84.96560668945312, 83.27230834960938, 97.31169128417969, 90.31749725341797, 96.23267364501953, 96.7225341796875], [89.8885269165039, 93.59231567382812, 109.24100494384766, 93.04584503173828, 86.56421661376953, 103.55021667480469, 93.64698028564453, 80.8077621459961, 90.42252349853516, 109.163818359375], [92.06185150146484, 82.12596130371094, 92.22636413574219, 87.06714630126953, 102.737060546875, 109.76335906982422, 115.77314758300781, 86.96414947509766, 96.51686096191406, 92.30500793457031], [89.42399597167969, 83.8583984375, 94.44390869140625, 90.68820190429688, 84.0674057006836, 86.92181396484375, 86.1725845336914, 108.36933898925781, 90.52616882324219, 76.26622772216797], [95.36117553710938, 90.27010345458984, 84.68204498291016, 87.38082885742188, 81.35633850097656, 85.37940216064453, 88.887939453125, 74.82062530517578, 78.82745361328125, 81.03919219970703], [97.20713806152344, 92.12417602539062, 83.97602081298828, 86.99409484863281, 96.01107788085938, 90.0114974975586, 93.37726593017578, 94.07449340820312, 95.73641967773438, 90.01606750488281], [97.37313842773438, 83.87891387939453, 88.60950469970703, 104.12759399414062, 90.70439147949219, 98.36092376708984, 93.26377868652344, 86.53156280517578, 109.17345428466797, 99.28782653808594]]"
set_transformer_inv,20,"[[66.6053695678711, 63.77136993408203, 63.14408874511719, 69.42347717285156, 65.80463409423828, 82.66971588134766, 83.10111999511719, 79.58403778076172, 68.80400848388672, 62.095977783203125], [53.751033782958984, 89.02214813232422, 72.36353302001953, 68.44007873535156, 74.13594055175781, 81.45616912841797, 60.854557037353516, 50.877506256103516, 66.23494720458984, 77.08067321777344], [55.92250442504883, 60.09325408935547, 51.3647346496582, 66.11886596679688, 48.849754333496094, 27.3715877532959, 85.1822738647461, 72.9123764038086, 81.3470687866211, 56.68783187866211], [80.13912963867188, 40.098201751708984, 56.24006271362305, 67.79952239990234, 61.50223159790039, 46.94790267944336, 74.12535858154297, 61.98285675048828, 63.96968078613281, 57.898372650146484], [48.1993408203125, 82.91729736328125, 56.19071578979492, 61.84571075439453, 43.887306213378906, 45.1496696472168, 65.55612182617188, 63.021854400634766, 44.28947448730469, 44.35788345336914], [54.68889236450195, 63.89800262451172, 43.590553283691406, 53.58151626586914, 52.75089645385742, 67.5648422241211, 83.85958862304688, 60.634010314941406, 52.21674728393555, 86.6638412475586], [85.68952178955078, 69.03611755371094, 61.41783142089844, 56.37312698364258, 65.88311004638672, 56.80928421020508, 69.126708984375, 44.3816032409668, 84.8962631225586, 42.555381774902344], [47.16357421875, 54.22854995727539, 40.00413513183594, 45.66109085083008, 62.559974670410156, 45.91022491455078, 46.930599212646484, 69.05316925048828, 58.67903518676758, 76.92369079589844], [70.16730499267578, 71.76347351074219, 77.71057891845703, 85.52781677246094, 74.13670349121094, 69.93327331542969, 69.25988006591797, 69.59580993652344, 58.240177154541016, 71.37059020996094], [61.54420471191406, 76.81114196777344, 60.16015625, 52.38479232788086, 57.276397705078125, 56.19779586791992, 64.9166030883789, 58.259681701660156, 71.01116943359375, 67.62989807128906]]"
sab_transformer,5,"[[88.04487609863281, 84.06371307373047, 77.78819274902344, 76.44911193847656, 91.71443176269531, 87.09300231933594, 86.87895965576172, 88.32184600830078, 88.13182830810547, 86.189453125], [88.11851501464844, 78.70575714111328, 89.06736755371094, 73.48407745361328, 82.96731567382812, 74.64596557617188, 93.06939697265625, 86.35311126708984, 85.94447326660156, 76.17351531982422], [86.18943786621094, 80.2068099975586, 76.9079360961914, 77.59701538085938, 78.29155731201172, 74.14482116699219, 77.63133239746094, 73.10148620605469, 88.94758605957031, 71.7309341430664], [85.10969543457031, 96.2235336303711, 88.70203399658203, 74.00285339355469, 83.51512145996094, 80.5190658569336, 79.32948303222656, 74.5345458984375, 79.20050811767578, 84.46165466308594], [88.32524871826172, 93.22498321533203, 91.36259460449219, 75.75372314453125, 93.89322662353516, 98.66670227050781, 101.56761169433594, 96.83709716796875, 91.80426025390625, 87.4537353515625], [80.27828216552734, 81.68169403076172, 86.35869598388672, 87.33307647705078, 83.51394653320312, 80.65990447998047, 79.24473571777344, 80.54953002929688, 75.13970947265625, 89.00016021728516], [89.19883728027344, 86.29460144042969, 91.11796569824219, 83.25264739990234, 83.97622680664062, 87.24160766601562, 93.14779663085938, 93.89854431152344, 89.29239654541016, 90.667724609375], [92.5185546875, 90.58248138427734, 96.93742370605469, 92.75738525390625, 84.65853118896484, 94.5703353881836, 89.69927978515625, 82.11055755615234, 94.42605590820312, 90.47238159179688], [107.61514282226562, 81.88990020751953, 78.15652465820312, 96.51777648925781, 91.53755950927734, 81.3769302368164, 88.77229309082031, 85.38333892822266, 80.12946319580078, 73.96573638916016], [100.95744323730469, 82.38168334960938, 77.42507934570312, 87.04545593261719, 91.74008178710938, 80.96688079833984, 79.43827056884766, 85.04845428466797, 86.03236389160156, 95.08399963378906]]"
