strategy,agents,rewards
mlp_global,10,"[[97.11914825439453, 115.40696716308594, 91.72376251220703, 113.92627716064453, 103.8892822265625, 108.12409973144531, 94.96748352050781, 108.20885467529297, 96.54267120361328, 99.02552032470703], [103.94501495361328, 105.65291595458984, 102.7137680053711, 95.169677734375, 99.17070007324219, 109.0799331665039, 95.93616485595703, 93.07905578613281, 90.41561889648438, 90.16319274902344], [98.89945220947266, 101.30879974365234, 112.3676528930664, 90.38428497314453, 93.6322250366211, 104.98129272460938, 108.68294525146484, 102.98667907714844, 104.7657241821289, 113.3009262084961], [104.4969482421875, 106.79019165039062, 104.43241882324219, 99.98889923095703, 99.87450408935547, 97.58844757080078, 93.19232940673828, 110.10224914550781, 94.14728546142578, 106.85951232910156], [93.23049926757812, 93.26398468017578, 113.49734497070312, 89.13249206542969, 100.77133178710938, 93.9599838256836, 102.34275817871094, 102.20189666748047, 92.14412689208984, 99.630859375], [96.01611328125, 97.54444122314453, 96.98837280273438, 106.60025024414062, 99.4572982788086, 109.52291870117188, 109.57038116455078, 107.54447937011719, 114.02993774414062, 100.19354248046875], [109.45515441894531, 107.55113983154297, 102.54822540283203, 118.63179779052734, 107.76205444335938, 114.24911499023438, 118.43335723876953, 105.37969207763672, 112.5249252319336, 114.10078430175781], [103.63582611083984, 95.58342742919922, 85.5151138305664, 100.51918029785156, 96.11119842529297, 103.29423522949219, 96.6276626586914, 88.84459686279297, 103.81404876708984, 96.71322631835938], [106.33684539794922, 101.66146850585938, 102.17877960205078, 102.05155944824219, 99.01421356201172, 105.82060241699219, 98.51087188720703, 101.22254180908203, 98.08045196533203, 103.1457290649414], [90.80352020263672, 84.10154724121094, 91.34248352050781, 91.36286163330078, 86.92391967773438, 77.520751953125, 81.41101837158203, 91.88349914550781, 104.24024963378906, 81.80851745605469]]"
mlp_global,20,"[[79.36673736572266, 70.68156433105469, 39.761863708496094, 82.48273468017578, 60.00484848022461, 71.65055084228516, 41.36650466918945, 71.93019104003906, 68.05834197998047, 70.0925064086914], [65.89002990722656, 74.91209411621094, 39.71172332763672, 67.06687927246094, 69.65369415283203, 48.663818359375, 71.04685974121094, 71.8437271118164, 58.43402862548828, 72.87632751464844], [22.413000106811523, 58.228450775146484, 50.9232177734375, 59.212364196777344, 41.71907043457031, 27.604293823242188, 33.89683151245117, 32.52037811279297, 60.414615631103516, 28.095539093017578], [54.29170608520508, 66.8730697631836, 58.86433410644531, 79.92756652832031, 55.01852798461914, 47.75740432739258, 80.32634735107422, 42.06851577758789, 65.63407135009766, 75.14029693603516], [46.46388626098633, 58.781124114990234, 40.01921081542969, 82.45596313476562, 64.69060516357422, 53.598121643066406, 70.43997192382812, 54.6039924621582, 66.35356903076172, 59.6049690246582], [79.0927963256836, 82.71874237060547, 95.44883728027344, 86.90313720703125, 87.28893280029297, 72.96649169921875, 84.81344604492188, 90.03984069824219, 79.14158630371094, 91.88634490966797], [134.53089904785156, 105.28083038330078, 98.85570526123047, 93.06731414794922, 95.96233367919922, 91.51457214355469, 87.12457275390625, 92.07512664794922, 102.4399185180664, 110.18209838867188], [47.07081985473633, 84.6797103881836, 70.2953872680664, 52.342918395996094, 81.88251495361328, 61.20017623901367, 62.48649215698242, 78.15766906738281, 56.25577163696289, 48.17155838012695], [57.420448303222656, 71.83893585205078, 60.20398712158203, 66.18053436279297, 77.99707794189453, 65.61556243896484, 75.68272399902344, 59.51088333129883, 56.66984558105469, 51.47206115722656], [55.095096588134766, 65.56214904785156, 40.23194122314453, 56.67326736450195, 51.793453216552734, 48.510128021240234, 61.0773811340332, 51.20428466796875, 53.671775817871094, 67.22490692138672]]"
graph_sage,5,"[[84.0823745727539, 87.19569396972656, 85.95282745361328, 77.2948989868164, 95.02375030517578, 83.82901000976562, 86.01312255859375, 78.58584594726562, 87.13355255126953, 87.06248474121094], [65.12873077392578, 54.21023178100586, 76.05033111572266, 51.215816497802734, 69.81269836425781, 70.56999969482422, 77.0708236694336, 65.19815063476562, 66.45877838134766, 69.91448211669922], [61.325096130371094, 52.729190826416016, 53.55976104736328, 58.18812561035156, 67.94915008544922, 51.6898193359375, 54.43661880493164, 57.23336410522461, 52.14834213256836, 52.07194519042969], [55.91619873046875, 71.85319519042969, 76.45685577392578, 56.49928283691406, 60.71442794799805, 58.37013626098633, 52.713958740234375, 56.087825775146484, 65.33839416503906, 65.24346160888672], [59.51150894165039, 40.15713882446289, 31.380884170532227, 47.24727249145508, 50.819034576416016, 52.63414764404297, 40.52140426635742, 43.69404602050781, 38.103172302246094, 47.823936462402344], [76.34526062011719, 77.70305633544922, 96.51667022705078, 92.40827178955078, 77.50716400146484, 76.35273742675781, 77.50891876220703, 88.46513366699219, 75.00138854980469, 83.04557037353516], [64.25647735595703, 60.78217315673828, 53.762939453125, 61.60862731933594, 56.417781829833984, 64.24870300292969, 52.134483337402344, 57.3550910949707, 54.96623611450195, 53.54561996459961], [43.82292938232422, 50.056644439697266, 62.20610809326172, 51.056251525878906, 56.64902877807617, 55.51999282836914, 33.27603530883789, 61.16832733154297, 60.988014221191406, 55.777252197265625], [92.75772857666016, 76.240478515625, 70.75093841552734, 70.18492126464844, 76.66642761230469, 61.30679702758789, 75.8467025756836, 64.68073272705078, 68.55221557617188, 67.67945098876953], [82.61289978027344, 85.36139678955078, 76.79902648925781, 75.17290496826172, 87.43109130859375, 73.9258804321289, 89.03179931640625, 82.69755554199219, 79.6994400024414, 75.70152282714844]]"
graph_sage,10,"[[104.35456848144531, 107.79556274414062, 97.0575942993164, 109.635498046875, 96.9634017944336, 85.70169067382812, 106.65045928955078, 103.932373046875, 93.87628936767578, 97.33428192138672], [95.96368408203125, 100.0265121459961, 93.68310546875, 93.4178466796875, 95.69255065917969, 79.27872467041016, 96.4586181640625, 88.70701599121094, 90.3657455444336, 98.2735366821289], [95.7292709350586, 88.57018280029297, 100.76025390625, 99.3475341796875, 88.80824279785156, 94.08196258544922, 92.26114654541016, 97.47327423095703, 91.79570770263672, 85.3585433959961], [93.00602722167969, 91.1422119140625, 89.17359161376953, 91.3318099975586, 90.64216613769531, 88.94007873535156, 98.470947265625, 77.15171813964844, 88.4549560546875, 87.465576171875], [90.92838287353516, 84.14244842529297, 112.63665008544922, 83.23737335205078, 82.20231628417969, 76.50084686279297, 86.2553482055664, 101.44499969482422, 92.38616943359375, 85.53600311279297], [93.16027069091797, 83.59329223632812, 98.9051513671875, 80.32981872558594, 94.888916015625, 90.10765075683594, 110.38922119140625, 92.68854522705078, 91.31702423095703, 100.80709075927734], [86.80337524414062, 93.39608764648438, 98.94634246826172, 96.64715576171875, 99.26750946044922, 96.5627670288086, 94.42071533203125, 93.19517517089844, 96.49614715576172, 101.70386505126953], [94.79631042480469, 76.15640258789062, 73.56134033203125, 86.0447006225586, 75.41883087158203, 82.00672149658203, 77.62431335449219, 80.58397674560547, 78.478271484375, 75.52616882324219], [109.42900848388672, 93.28604888916016, 94.59220123291016, 88.15888214111328, 97.66714477539062, 103.25248718261719, 93.27833557128906, 95.99419403076172, 97.71122741699219, 102.39998626708984], [98.04116821289062, 82.9877700805664, 110.28880310058594, 92.64339447021484, 90.69921112060547, 102.66122436523438, 103.6163558959961, 85.78529357910156, 85.57032012939453, 90.68248748779297]]"
graph_sage,20,"[[75.9459228515625, 68.5182113647461, 89.25921630859375, 93.5712661743164, 85.28203582763672, 68.4114990234375, 78.82369995117188, 88.00677490234375, 75.74124145507812, 82.13099670410156], [70.55332946777344, 89.60778045654297, 58.342079162597656, 41.8144416809082, 60.34919357299805, 47.56411361694336, 75.27128601074219, 75.27595520019531, 51.76443862915039, 66.09210968017578], [34.22602844238281, 60.765071868896484, 31.959430694580078, 41.50418472290039, 62.4146728515625, 40.15735626220703, 61.058860778808594, 33.86305618286133, 49.25141525268555, 18.087467193603516], [33.03019714355469, 70.58895874023438, 74.638671875, 36.879154205322266, 56.45412826538086, 38.88853454589844, 48.500911712646484, 40.98506546020508, 58.200462341308594, 47.70207977294922], [44.6225700378418, 89.53231048583984, 74.62570190429688, 65.25395965576172, 52.64763641357422, 68.10530090332031, 47.84966278076172, 76.38298034667969, 63.00780487060547, 59.12065887451172], [38.0154914855957, 60.67240905761719, 26.489171981811523, 41.28895568847656, 36.63490295410156, 28.132307052612305, 33.861915588378906, 44.54731750488281, 24.58512306213379, 37.053157806396484], [104.69510650634766, 81.81723022460938, 83.8071060180664, 66.99201202392578, 81.23426055908203, 65.90196990966797, 75.667236328125, 66.39130401611328, 63.301822662353516, 74.9219970703125], [50.22573471069336, 63.1748161315918, 58.881900787353516, 55.472023010253906, 59.2062873840332, 47.052974700927734, 64.36375427246094, 44.282859802246094, 58.73419952392578, 45.82696533203125], [64.66484832763672, 60.234771728515625, 73.1451187133789, 77.79167175292969, 83.61701965332031, 63.84176254272461, 85.27407836914062, 83.53997039794922, 64.29097747802734, 83.74797821044922], [63.238067626953125, 71.77555847167969, 82.45269775390625, 69.13690948486328, 81.94786071777344, 72.90054321289062, 77.19391632080078, 58.605281829833984, 78.735595703125, 70.17214965820312]]"
graph_gat,5,"[[77.66011810302734, 72.0058364868164, 70.07589721679688, 59.26380157470703, 80.28312683105469, 62.73179626464844, 75.41846466064453, 67.47706604003906, 75.8661880493164, 67.14884185791016], [72.86787414550781, 72.13015747070312, 70.07172393798828, 73.44522857666016, 72.03929138183594, 73.40982055664062, 71.7056884765625, 77.44364929199219, 72.42858123779297, 68.16748046875], [83.53199005126953, 81.02776336669922, 83.09555053710938, 85.1904525756836, 83.65299224853516, 78.6196060180664, 79.70780181884766, 79.7929458618164, 87.92577362060547, 83.2152099609375], [79.14502716064453, 75.86978149414062, 79.51824951171875, 84.24260711669922, 82.93859100341797, 84.95121002197266, 87.86085510253906, 82.99144744873047, 80.51351928710938, 90.59557342529297], [44.892860412597656, 53.2668342590332, 43.8772087097168, 46.46599578857422, 44.00424575805664, 45.010337829589844, 47.87372589111328, 48.95137405395508, 46.62871170043945, 46.710060119628906], [34.24331283569336, 38.030155181884766, 37.762306213378906, 36.03058624267578, 36.85749816894531, 34.257659912109375, 42.69811248779297, 22.909299850463867, 32.721397399902344, 37.15440368652344], [72.16360473632812, 74.77531433105469, 69.61947631835938, 67.31966400146484, 78.44645690917969, 78.9891128540039, 73.056396484375, 68.703125, 61.54444122314453, 63.52937316894531], [46.342227935791016, 54.46817398071289, 65.83726501464844, 49.37242126464844, 59.240909576416016, 58.659706115722656, 37.991607666015625, 72.04536437988281, 58.771419525146484, 69.31941986083984], [69.29674530029297, 63.005470275878906, 66.40745544433594, 63.46635437011719, 65.68832397460938, 62.061824798583984, 61.33023452758789, 64.04894256591797, 65.09314727783203, 68.70507049560547], [83.29812622070312, 77.95696258544922, 65.26907348632812, 69.32687377929688, 75.6563491821289, 72.22898864746094, 79.47097778320312, 75.02312469482422, 69.23101043701172, 77.97698211669922]]"
graph_gat,10,"[[99.08594512939453, 107.43665313720703, 94.3384017944336, 112.54259490966797, 98.89418029785156, 88.60356903076172, 95.83081817626953, 91.47174835205078, 81.72676849365234, 109.03291320800781], [97.78740692138672, 95.14530181884766, 97.344482421875, 97.41677856445312, 95.00443267822266, 100.59174346923828, 92.17709350585938, 96.12968444824219, 91.98625946044922, 98.42938995361328], [96.36383819580078, 101.27883911132812, 105.21684265136719, 105.69298553466797, 112.66238403320312, 105.98155212402344, 100.3041763305664, 102.26193237304688, 98.59478759765625, 95.6781997680664], [93.68830871582031, 107.87017822265625, 100.57567596435547, 89.2490234375, 104.67955780029297, 98.67752838134766, 81.91195678710938, 95.73199462890625, 95.34607696533203, 98.57405090332031], [73.05610656738281, 85.74835205078125, 84.70965576171875, 78.02821350097656, 69.47599792480469, 83.96321868896484, 80.52204132080078, 73.58036041259766, 78.66167449951172, 79.0366439819336], [64.34063720703125, 64.75985717773438, 57.14912796020508, 61.99323654174805, 66.41960906982422, 59.72343826293945, 62.22895812988281, 51.41077423095703, 63.24464797973633, 64.51407623291016], [89.8138656616211, 97.58609008789062, 109.16726684570312, 108.94213104248047, 107.85824584960938, 103.05825805664062, 99.67572784423828, 84.50042724609375, 94.14779663085938, 98.47354888916016], [96.1274185180664, 77.46521759033203, 73.1495590209961, 94.37053680419922, 82.63874053955078, 89.73876190185547, 80.4482421875, 86.87130737304688, 92.49439239501953, 83.48613739013672], [93.79663848876953, 94.9859619140625, 96.740234375, 89.4078369140625, 86.32498168945312, 89.44683837890625, 98.86910247802734, 87.0914077758789, 83.1955337524414, 86.97648620605469], [101.91669464111328, 92.3529052734375, 111.08869934082031, 107.49259948730469, 107.49113464355469, 102.21830749511719, 116.57659149169922, 116.03278350830078, 120.12107849121094, 107.794677734375]]"
graph_gat,20,"[[67.71282958984375, 59.421566009521484, 56.7023811340332, 90.10103607177734, 60.73835754394531, 65.59193420410156, 63.613189697265625, 62.29414749145508, 75.16957092285156, 74.68302154541016], [66.7264633178711, 60.580387115478516, 72.65279388427734, 54.2153434753418, 69.45816040039062, 57.8042106628418, 76.60895538330078, 75.23644256591797, 47.936790466308594, 42.55878829956055], [48.92720031738281, 59.07939910888672, 45.93122863769531, 68.52793884277344, 47.47853469848633, 56.452999114990234, 47.050201416015625, 51.53898239135742, 47.1057243347168, 89.00302124023438], [51.410858154296875, 91.74893951416016, 79.86396026611328, 59.93601608276367, 55.22808074951172, 47.00108337402344, 54.54719543457031, 62.5400276184082, 66.48980712890625, 48.29034423828125], [68.72871398925781, 67.0735855102539, 48.52051544189453, 64.50690460205078, 54.09706497192383, 47.31199264526367, 35.90896987915039, 46.798160552978516, 54.186458587646484, 58.0860481262207], [57.816322326660156, 44.8250617980957, 75.77245330810547, 55.02397918701172, 64.90084075927734, 60.77145767211914, 68.38385772705078, 50.16931915283203, 51.13261795043945, 57.123313903808594], [51.366519927978516, 45.44318389892578, 39.23940658569336, 27.083906173706055, 45.03833770751953, 56.77002716064453, 27.661191940307617, 31.279342651367188, 37.63731384277344, 33.85062789916992], [69.78834533691406, 104.0624771118164, 76.41716003417969, 68.18296813964844, 76.53254699707031, 70.06318664550781, 80.70260620117188, 70.37028503417969, 60.90336608886719, 74.13213348388672], [54.08660888671875, 51.368675231933594, 43.11595153808594, 54.010902404785156, 59.71244812011719, 75.55111694335938, 59.88294219970703, 55.414588928222656, 46.29134750366211, 55.18946075439453], [71.97975158691406, 69.26903533935547, 62.4168701171875, 50.92013168334961, 43.457496643066406, 83.2977523803711, 66.53292846679688, 49.3897590637207, 61.79328155517578, 68.80064392089844]]"
graph_gat_v2,5,"[[81.32611083984375, 84.822509765625, 76.93795776367188, 70.05042266845703, 94.39705657958984, 85.31977844238281, 80.24478149414062, 83.7801742553711, 91.36647033691406, 85.78740692138672], [78.90880584716797, 82.69779968261719, 80.1827621459961, 74.19156646728516, 79.33358764648438, 78.06730651855469, 76.09263610839844, 82.5335464477539, 79.7149887084961, 72.18254852294922], [92.23741912841797, 82.2342758178711, 89.21843719482422, 87.90560150146484, 85.11312866210938, 75.08526611328125, 75.01522064208984, 81.59356689453125, 75.21246337890625, 71.05830383300781], [51.95732498168945, 68.02450561523438, 73.57779693603516, 63.563690185546875, 50.920509338378906, 66.19259643554688, 67.20875549316406, 57.492462158203125, 79.64649963378906, 66.27725982666016], [67.8318862915039, 68.21324920654297, 75.08053588867188, 73.38145446777344, 79.4741439819336, 67.59271240234375, 73.67598724365234, 68.46012878417969, 62.94300842285156, 71.96958923339844], [58.45091247558594, 68.16921997070312, 53.89010238647461, 67.6848373413086, 59.74321746826172, 51.368263244628906, 57.75244903564453, 59.764923095703125, 56.7675895690918, 56.13509750366211], [68.77469635009766, 72.23098754882812, 61.67105484008789, 66.18315887451172, 69.54269409179688, 67.65984344482422, 63.07191848754883, 60.209529876708984, 56.23701095581055, 65.54476928710938], [59.44367218017578, 59.337467193603516, 55.587806701660156, 59.08590316772461, 57.27470779418945, 66.56221771240234, 65.24600982666016, 52.16936111450195, 57.77309799194336, 65.93714141845703], [86.4415283203125, 68.29163360595703, 61.15625762939453, 69.50064849853516, 68.69188690185547, 76.40162658691406, 72.88709259033203, 72.34503936767578, 61.466548919677734, 66.69676971435547], [86.19233703613281, 63.145721435546875, 49.34569549560547, 64.46952056884766, 82.41936492919922, 63.046146392822266, 67.15452575683594, 57.697837829589844, 67.7441177368164, 69.396728515625]]"
graph_gat_v2,10,"[[105.04289245605469, 80.65694427490234, 98.9152603149414, 84.1603012084961, 97.66850280761719, 90.62305450439453, 77.29120635986328, 83.5728530883789, 89.079345703125, 109.60945129394531], [95.44941711425781, 103.02940368652344, 102.44137573242188, 91.05036163330078, 96.23014068603516, 99.59406280517578, 94.9214096069336, 99.42122650146484, 95.68406677246094, 94.07881164550781], [97.86637115478516, 80.14232635498047, 87.28152465820312, 69.37481689453125, 85.32943725585938, 87.19457244873047, 82.02719116210938, 77.79460906982422, 89.90289306640625, 82.95866394042969], [101.73080444335938, 94.30953216552734, 99.06371307373047, 87.60511016845703, 93.51206970214844, 79.62409210205078, 95.42037963867188, 87.74540710449219, 85.2723159790039, 100.263671875], [93.95269775390625, 88.31844329833984, 100.38294982910156, 86.5409927368164, 96.30034637451172, 94.40396118164062, 92.8497085571289, 90.52076721191406, 99.6808090209961, 105.22602081298828], [91.4433364868164, 91.01365661621094, 87.62429809570312, 99.17218780517578, 91.52224731445312, 100.54143524169922, 98.86600494384766, 100.31124877929688, 88.687255859375, 114.07679748535156], [92.42979431152344, 83.55106353759766, 102.25521850585938, 107.66534423828125, 101.47537994384766, 91.2974853515625, 87.71781921386719, 89.07323455810547, 103.76470184326172, 88.52513122558594], [93.2593002319336, 83.0277099609375, 67.13243865966797, 93.18218231201172, 81.94071197509766, 89.28479766845703, 87.43220520019531, 84.59734344482422, 83.5390396118164, 86.70381927490234], [103.91778564453125, 100.32389831542969, 100.86856842041016, 96.79818725585938, 102.0074462890625, 108.8333740234375, 94.24992370605469, 99.38523864746094, 99.92290496826172, 108.30945587158203], [108.36023712158203, 88.62843322753906, 101.80795288085938, 105.8782958984375, 97.58382415771484, 95.55269622802734, 88.1698989868164, 108.25057220458984, 101.63597869873047, 104.30585479736328]]"
graph_gat_v2,20,"[[64.82170104980469, 53.6878662109375, 51.38292694091797, 71.58071899414062, 47.73291015625, 67.70882415771484, 62.99781799316406, 60.751853942871094, 69.71398162841797, 67.66035461425781], [43.89613723754883, 50.47637176513672, 42.72154235839844, 60.14337158203125, 49.55924606323242, 34.85019302368164, 57.66817855834961, 46.6653938293457, 27.776405334472656, 52.603904724121094], [21.238975524902344, 40.87459945678711, 63.33443832397461, 52.017433166503906, 41.638526916503906, 59.0234375, 51.06766128540039, 51.37009048461914, 53.431339263916016, 49.27259063720703], [49.60685729980469, 62.23619079589844, 56.99586486816406, 54.2207145690918, 62.160736083984375, 33.5129280090332, 70.19439697265625, 50.849510192871094, 37.39860153198242, 53.0257568359375], [57.24612045288086, 69.99999237060547, 48.473243713378906, 72.35543060302734, 61.55121612548828, 48.175350189208984, 42.15144348144531, 59.64378356933594, 58.63425064086914, 44.02505111694336], [53.37675094604492, 70.45578002929688, 53.422908782958984, 61.90119171142578, 64.80535888671875, 72.96255493164062, 97.58619689941406, 55.92333984375, 53.37001037597656, 71.98388671875], [59.65910720825195, 46.134395599365234, 61.55859375, 61.428802490234375, 32.64192199707031, 60.131534576416016, 59.7321891784668, 41.461875915527344, 59.6917839050293, 39.37309646606445], [68.30105590820312, 74.26978302001953, 87.23971557617188, 63.30864715576172, 47.75664520263672, 60.303077697753906, 77.60372161865234, 72.65553283691406, 76.68043518066406, 84.16972351074219], [58.549705505371094, 55.54072189331055, 66.99267578125, 62.912540435791016, 85.5797119140625, 86.08491516113281, 40.70465087890625, 60.31275939941406, 45.908355712890625, 35.281593322753906], [59.88254928588867, 50.295963287353516, 68.56843566894531, 65.21967315673828, 56.27070999145508, 81.46223449707031, 47.25076675415039, 51.35212326049805, 45.98431396484375, 58.748008728027344]]"
set_transformer_inv,5,"[[83.51860809326172, 84.98848724365234, 75.09769439697266, 70.79503631591797, 90.21206665039062, 90.63349914550781, 77.36565399169922, 89.8989028930664, 87.58503723144531, 74.04131317138672], [87.14501190185547, 87.15665435791016, 80.1325912475586, 87.77136993408203, 82.1806411743164, 85.4478988647461, 77.86260986328125, 86.62875366210938, 81.28695678710938, 81.43383026123047], [98.83368682861328, 88.00511932373047, 90.35289001464844, 92.51661682128906, 95.16783905029297, 74.81411743164062, 86.33841705322266, 84.86719512939453, 92.73148345947266, 88.28814697265625], [88.89058685302734, 98.8349838256836, 91.99636840820312, 86.62367248535156, 89.07186126708984, 98.25662994384766, 96.73331451416016, 87.74491119384766, 95.10773468017578, 96.89453125], [77.66427612304688, 85.10196685791016, 76.70687103271484, 81.54814147949219, 86.67250061035156, 78.3592758178711, 87.2254638671875, 81.84490966796875, 82.93672943115234, 67.75012969970703], [92.88189697265625, 85.86702728271484, 95.1403579711914, 95.24517822265625, 89.53520965576172, 98.38367462158203, 88.88124084472656, 94.27790832519531, 85.80342864990234, 87.31685638427734], [56.27460861206055, 54.43246078491211, 53.61079025268555, 63.15608596801758, 58.85371017456055, 59.316802978515625, 52.17755889892578, 50.291587829589844, 62.023536682128906, 60.12641906738281], [86.0797348022461, 94.54596710205078, 95.40159606933594, 90.84048461914062, 85.42561340332031, 85.59142303466797, 82.60990142822266, 79.84925842285156, 87.02523803710938, 89.25993347167969], [98.46648406982422, 80.75003814697266, 81.07415008544922, 82.58361053466797, 71.4559555053711, 85.35526275634766, 75.85343170166016, 82.06542205810547, 88.11390686035156, 79.002197265625], [70.84830474853516, 69.59798431396484, 54.46006774902344, 69.34684753417969, 59.670169830322266, 72.20307159423828, 70.77518463134766, 58.28718185424805, 56.37437438964844, 56.86592483520508]]"
set_transformer_inv,10,"[[101.5285415649414, 107.17096710205078, 100.21672821044922, 107.74376678466797, 104.08999633789062, 87.97469329833984, 94.02908325195312, 90.08052825927734, 87.76556396484375, 115.015380859375], [98.4564208984375, 102.89122009277344, 105.36891174316406, 95.57852935791016, 110.2850112915039, 106.84980010986328, 110.47322845458984, 96.78999328613281, 104.40510559082031, 98.5537338256836], [97.0558853149414, 97.91512298583984, 104.81407928466797, 79.45298767089844, 88.52816772460938, 98.43855285644531, 106.2795181274414, 81.90038299560547, 98.4673080444336, 95.97876739501953], [104.09783935546875, 111.4306411743164, 99.87063598632812, 99.01404571533203, 102.40607452392578, 92.54708099365234, 98.57650756835938, 93.5909194946289, 96.9707260131836, 107.96583557128906], [90.85570526123047, 93.38333129882812, 107.05439758300781, 91.34577178955078, 93.65392303466797, 105.09197998046875, 85.09181213378906, 101.15518188476562, 93.87278747558594, 112.27084350585938], [93.9142837524414, 107.948486328125, 91.08069610595703, 109.67021942138672, 97.91282653808594, 98.7897720336914, 88.70055389404297, 102.7082290649414, 105.03128814697266, 108.08484649658203], [85.7295150756836, 92.30797576904297, 87.2807846069336, 88.35492706298828, 100.47637939453125, 104.53234100341797, 83.20462799072266, 86.09691619873047, 103.16583251953125, 89.53282928466797], [107.15436553955078, 108.72403717041016, 89.58702087402344, 101.45594787597656, 92.71299743652344, 106.08953094482422, 92.40680694580078, 94.91191864013672, 106.96122741699219, 93.03421783447266], [114.17817687988281, 94.70805358886719, 96.25491333007812, 94.72343444824219, 110.346923828125, 97.52143096923828, 98.36121368408203, 89.29840850830078, 96.84886932373047, 96.31542205810547], [90.51558685302734, 90.41062927246094, 94.6144790649414, 92.48164367675781, 82.4067153930664, 91.51708221435547, 89.54995727539062, 79.03333282470703, 111.85028839111328, 85.68289184570312]]"
set_transformer_inv,20,"[[70.94341278076172, 58.47279357910156, 67.56008911132812, 51.526939392089844, 65.13558959960938, 82.71420288085938, 76.7972412109375, 70.5307846069336, 64.99908447265625, 83.18364715576172], [66.96422576904297, 78.0888671875, 74.61315155029297, 68.34766387939453, 60.26487350463867, 68.83201599121094, 47.39017105102539, 73.88106536865234, 62.69322204589844, 61.651309967041016], [41.633785247802734, 71.24429321289062, 65.90591430664062, 79.88370513916016, 74.30345153808594, 81.6059799194336, 73.88983917236328, 69.2169189453125, 59.6377067565918, 77.98233032226562], [48.19171905517578, 62.06587219238281, 71.1655044555664, 37.71206283569336, 69.3231430053711, 59.56721878051758, 70.75818634033203, 46.959449768066406, 48.07339859008789, 44.43102264404297], [49.99357986450195, 62.02382278442383, 49.08517074584961, 98.48096466064453, 52.887062072753906, 55.5506706237793, 77.38624572753906, 74.90894317626953, 53.261817932128906, 63.456321716308594], [50.29688262939453, 58.52179718017578, 62.730098724365234, 65.12718200683594, 72.0907974243164, 68.20698547363281, 82.4616928100586, 49.9570198059082, 48.26093292236328, 74.01758575439453], [97.10309600830078, 71.30140686035156, 50.47748947143555, 41.94643783569336, 59.693458557128906, 68.66106414794922, 65.06204223632812, 67.46852111816406, 84.14684295654297, 71.09585571289062], [51.619834899902344, 57.13573455810547, 50.94957733154297, 49.47084045410156, 55.04476547241211, 33.01539611816406, 60.16636657714844, 57.86027526855469, 55.6908073425293, 56.80278778076172], [57.78341293334961, 45.354644775390625, 53.87651824951172, 61.4001350402832, 53.551151275634766, 51.54233169555664, 49.17878341674805, 48.86716079711914, 58.920833587646484, 54.04117202758789], [36.86505126953125, 58.0306396484375, 62.579402923583984, 64.60018157958984, 71.36080932617188, 57.45017623901367, 61.08295440673828, 53.144039154052734, 65.01210021972656, 73.76490783691406]]"
sab_transformer,5,"[[89.39163208007812, 90.97637176513672, 90.37782287597656, 82.37825775146484, 83.50935363769531, 91.3352279663086, 95.84343719482422, 84.6292953491211, 80.50718688964844, 89.96661376953125], [92.38054656982422, 89.00232696533203, 87.39364624023438, 92.156005859375, 77.54266357421875, 81.85762786865234, 76.06526947021484, 90.63058471679688, 91.06278991699219, 83.77742004394531], [97.02550506591797, 88.66008758544922, 85.5587158203125, 99.7607650756836, 94.04486846923828, 106.68070220947266, 100.88630676269531, 96.4855728149414, 98.89159393310547, 88.11768341064453], [96.16337585449219, 93.5753173828125, 95.704345703125, 99.25068664550781, 90.17186737060547, 92.77853393554688, 89.70358276367188, 99.843017578125, 92.73088073730469, 91.73988342285156], [85.03211212158203, 93.45187377929688, 94.2152099609375, 77.72863006591797, 81.63551330566406, 94.34745025634766, 92.8842544555664, 94.73300170898438, 90.12554168701172, 82.15475463867188], [94.57746887207031, 87.0430679321289, 95.36980438232422, 87.95201110839844, 93.60185241699219, 93.63756561279297, 98.55744934082031, 89.2282485961914, 92.90029907226562, 91.58248901367188], [79.07756042480469, 80.10266876220703, 81.3682632446289, 78.90144348144531, 82.23750305175781, 78.20503234863281, 79.72086334228516, 70.60397338867188, 77.3130874633789, 71.06293487548828], [90.3864974975586, 92.03324890136719, 91.11663055419922, 87.47991180419922, 85.65151977539062, 88.02668762207031, 87.781005859375, 80.255615234375, 85.16641235351562, 90.8419418334961], [96.92904663085938, 85.55642700195312, 82.33316802978516, 87.9428939819336, 82.7353515625, 75.63867950439453, 76.36023712158203, 88.25224304199219, 91.16302490234375, 88.64086151123047], [101.1568374633789, 97.20040130615234, 84.29765319824219, 91.30044555664062, 91.46251678466797, 89.64395904541016, 86.91644287109375, 93.91139221191406, 76.24354553222656, 89.171630859375]]"
