strategy,agents,rewards
graph_gat,5,"[[104.0893783569336, 94.16880798339844, 101.96800231933594, 94.47866821289062, 90.12860107421875, 108.76254272460938, 99.59630584716797, 101.4156265258789, 98.180908203125, 94.29680633544922], [101.8886947631836, 95.42930603027344, 98.71599578857422, 98.53894805908203, 97.7528305053711, 102.81304168701172, 87.8821029663086, 96.88327026367188, 106.27533721923828, 97.99687194824219], [103.36023712158203, 92.25511169433594, 84.58793640136719, 92.54808807373047, 85.31265258789062, 99.5652847290039, 101.01431274414062, 93.70718383789062, 95.5894775390625, 104.83928680419922], [91.52546691894531, 97.78845977783203, 95.34867095947266, 97.01835632324219, 92.1460952758789, 92.95213317871094, 95.01165008544922, 97.72050476074219, 100.76626586914062, 98.9150619506836], [87.84848022460938, 92.88140869140625, 101.46381378173828, 85.41209411621094, 100.97291564941406, 93.435546875, 105.13847351074219, 104.96717071533203, 97.02650451660156, 92.806396484375], [107.23240661621094, 94.25202178955078, 100.8658447265625, 94.84135437011719, 103.59587860107422, 95.31999206542969, 97.32308959960938, 97.58312225341797, 107.75255584716797, 109.28813934326172], [104.29346466064453, 95.33460235595703, 97.6014633178711, 98.159423828125, 93.40547943115234, 94.54086303710938, 111.84843444824219, 104.84732055664062, 90.17086029052734, 101.179931640625], [87.7094497680664, 92.53053283691406, 85.05940246582031, 96.81011962890625, 79.05451965332031, 95.99923706054688, 87.69487762451172, 87.07870483398438, 85.2348861694336, 90.02594757080078], [109.34493255615234, 100.29886627197266, 88.58187103271484, 105.17131042480469, 92.5040512084961, 97.08870697021484, 96.12455749511719, 100.63224029541016, 102.20024871826172, 98.58369445800781], [102.45538330078125, 102.35128021240234, 103.29187774658203, 98.97933959960938, 99.658203125, 92.56358337402344, 101.9881362915039, 104.03909301757812, 105.29721069335938, 101.29761505126953]]"
graph_gat,6,"[[87.51612091064453, 114.58604431152344, 96.97317504882812, 96.4365463256836, 109.72944641113281, 101.9565200805664, 99.0513916015625, 104.87541198730469, 100.96633911132812, 98.2455062866211], [92.86341094970703, 98.06564331054688, 98.8266372680664, 101.3758544921875, 98.73912811279297, 100.88107299804688, 94.39614868164062, 88.13374328613281, 117.71623992919922, 102.50694274902344], [95.40869140625, 92.13984680175781, 85.5198745727539, 86.70409393310547, 100.95201873779297, 98.38843536376953, 99.78189849853516, 93.42832946777344, 101.64427185058594, 106.96983337402344], [93.3906021118164, 91.64118957519531, 94.40064239501953, 98.24421691894531, 100.50475311279297, 92.68074035644531, 111.03173828125, 94.54646301269531, 93.95883178710938, 101.61157989501953], [96.23834991455078, 108.02024841308594, 117.38309478759766, 112.1430892944336, 90.95478820800781, 88.69745635986328, 104.71034240722656, 108.41837310791016, 87.32783508300781, 101.26638793945312], [93.24602508544922, 97.56245422363281, 99.09968566894531, 91.72443389892578, 103.01791381835938, 98.63406372070312, 89.60099029541016, 108.20459747314453, 116.54951477050781, 96.53800201416016], [94.0166244506836, 89.07855224609375, 79.2244644165039, 107.20947265625, 89.08808898925781, 100.31844329833984, 95.97537231445312, 86.00614166259766, 118.61561584472656, 87.15679168701172], [83.71147155761719, 96.23845672607422, 96.2994384765625, 93.87262725830078, 86.65813446044922, 93.03248596191406, 92.20053100585938, 90.30435943603516, 95.14717864990234, 86.65644073486328], [98.39268493652344, 103.28646850585938, 100.13274383544922, 95.80758666992188, 107.01174926757812, 92.41343688964844, 86.87252044677734, 89.73682403564453, 89.10564422607422, 89.13043975830078], [99.22636413574219, 98.84040069580078, 103.02369689941406, 101.51020050048828, 102.02562713623047, 111.6075210571289, 98.26174926757812, 92.71271514892578, 96.2069320678711, 102.1622314453125]]"
graph_gat,10,"[[94.000244140625, 99.4980239868164, 99.17047119140625, 118.01956939697266, 89.260498046875, 89.19795227050781, 109.68368530273438, 95.39285278320312, 102.5736312866211, 103.60999298095703], [98.97107696533203, 98.4461441040039, 98.42928314208984, 99.21681213378906, 88.59747314453125, 93.15938568115234, 99.52421569824219, 99.5019760131836, 100.72489929199219, 88.52643585205078], [95.40860748291016, 87.00334167480469, 102.03559875488281, 86.49674987792969, 87.7034683227539, 94.78321838378906, 93.54777526855469, 99.20984649658203, 106.74469757080078, 84.57073211669922], [95.02350616455078, 107.40554809570312, 98.15864562988281, 85.55525970458984, 98.13661193847656, 93.3239974975586, 87.29657745361328, 90.1781005859375, 94.53740692138672, 100.57245635986328], [75.3175048828125, 94.38590240478516, 93.92843627929688, 97.66210174560547, 84.83431243896484, 104.84021759033203, 86.84700775146484, 80.22103118896484, 82.59556579589844, 96.54778289794922], [86.14376068115234, 94.65769958496094, 108.80339813232422, 100.58866882324219, 82.13896942138672, 85.3734359741211, 82.4593734741211, 100.45260620117188, 108.57101440429688, 112.88428497314453], [87.52996063232422, 90.07350158691406, 95.20830535888672, 95.20706176757812, 91.41277313232422, 90.90669250488281, 83.78523254394531, 97.93087005615234, 108.81646728515625, 97.32150268554688], [86.55078887939453, 74.34319305419922, 85.0506820678711, 75.2783203125, 87.90403747558594, 84.30514526367188, 88.91049194335938, 69.59719848632812, 68.93109130859375, 70.85214233398438], [100.8619155883789, 92.9183349609375, 89.15165710449219, 99.5277099609375, 100.0108413696289, 105.1546859741211, 89.24864196777344, 79.26803588867188, 99.42655944824219, 92.60033416748047], [91.57687377929688, 77.83331298828125, 93.80345153808594, 83.13165283203125, 108.52437591552734, 98.70155334472656, 102.40655517578125, 107.84758758544922, 81.80235290527344, 92.89042663574219]]"
graph_gat,15,"[[84.0224380493164, 70.03286743164062, 81.81659698486328, 73.32770538330078, 68.24028778076172, 44.27164840698242, 76.11201477050781, 85.36626434326172, 54.09101867675781, 68.91476440429688], [70.09391784667969, 41.73228454589844, 54.70315933227539, 67.62104034423828, 59.58667755126953, 54.81248092651367, 46.33281707763672, 59.97966003417969, 57.63845443725586, 56.631439208984375], [39.976463317871094, 79.63125610351562, 64.90620422363281, 36.1219482421875, 56.794830322265625, 54.273406982421875, 58.25994873046875, 73.35704040527344, 57.73562240600586, 66.3385009765625], [49.69598388671875, 76.9613037109375, 78.19464874267578, 75.83042907714844, 67.12444305419922, 71.93317413330078, 57.21583938598633, 66.58988189697266, 70.22272491455078, 67.7275390625], [51.925880432128906, 39.85942459106445, 31.315696716308594, 43.73618698120117, 43.79063034057617, 51.04374313354492, 45.54312515258789, 35.339683532714844, 58.976097106933594, 44.41484832763672], [64.33135986328125, 101.54985809326172, 75.7992172241211, 75.52659606933594, 82.03318786621094, 89.5190200805664, 76.7391357421875, 75.44224548339844, 86.8296127319336, 90.28185272216797], [68.54884338378906, 42.84257507324219, 62.314693450927734, 62.943851470947266, 56.8781852722168, 67.75173950195312, 54.4158821105957, 56.16373825073242, 59.5352783203125, 53.96797561645508], [71.00617218017578, 72.5254898071289, 60.375003814697266, 45.507633209228516, 72.3919906616211, 72.12576293945312, 62.04988098144531, 71.0182876586914, 88.69059753417969, 85.59829711914062], [97.96134185791016, 80.4097671508789, 67.3780746459961, 68.00709533691406, 44.535892486572266, 83.09468841552734, 88.97767639160156, 91.24358367919922, 81.67182922363281, 78.60157775878906], [59.19927215576172, 47.73804473876953, 40.523136138916016, 51.06600570678711, 68.63077545166016, 44.346435546875, 42.76520919799805, 58.55229949951172, 53.90824508666992, 49.958580017089844]]"
graph_gat,20,"[[76.435546875, 60.93377685546875, 64.41130828857422, 79.39105224609375, 49.36548614501953, 82.1543197631836, 66.66878509521484, 87.5399398803711, 70.70419311523438, 76.79447937011719], [53.3680419921875, 78.1648941040039, 75.73115539550781, 73.55252838134766, 64.93496704101562, 78.45560455322266, 67.84764099121094, 73.4310073852539, 57.34518814086914, 60.97766876220703], [57.123268127441406, 55.60759735107422, 62.6265869140625, 64.11388397216797, 78.34701538085938, 69.25985717773438, 79.81729888916016, 74.19329071044922, 72.5649185180664, 70.474609375], [46.34284210205078, 70.33438110351562, 51.92616653442383, 68.08251953125, 67.08814239501953, 60.931907653808594, 51.471370697021484, 75.37879943847656, 52.00503921508789, 58.54234313964844], [28.594039916992188, 47.14903259277344, 48.353843688964844, 47.76979446411133, 28.91845703125, 32.327449798583984, 45.583152770996094, 14.69844913482666, 53.44245147705078, 36.41154479980469], [39.38357162475586, 43.86332702636719, 31.9765625, 38.49970245361328, 63.673316955566406, 45.71318054199219, 82.71916198730469, 24.846805572509766, 35.72151565551758, 42.844993591308594], [111.80546569824219, 87.96746063232422, 100.88307189941406, 75.88877868652344, 74.0904541015625, 61.79163360595703, 69.31464385986328, 64.12001037597656, 101.00495147705078, 101.10186767578125], [26.953824996948242, 43.07951736450195, 34.92356491088867, 18.0086612701416, 31.06346321105957, 33.81442642211914, 29.461830139160156, 28.719362258911133, 19.05350112915039, 58.959434509277344], [62.84132766723633, 45.28342819213867, 56.177635192871094, 56.03253936767578, 50.42768478393555, 50.76100158691406, 67.94512176513672, 52.35520553588867, 43.053955078125, 57.810447692871094], [55.12958908081055, 66.39988708496094, 35.71880340576172, 35.537208557128906, 47.25248718261719, 42.11705017089844, 53.19264221191406, 56.9195556640625, 52.868751525878906, 48.22297286987305]]"
graph_gat_v2,5,"[[103.32510375976562, 94.90276336669922, 99.99349212646484, 97.70054626464844, 92.45234680175781, 99.04999542236328, 93.82746887207031, 94.40240478515625, 96.32854461669922, 100.14253997802734], [93.86246490478516, 94.95866394042969, 88.9819564819336, 91.51200866699219, 86.94695281982422, 100.0488510131836, 104.02721405029297, 99.71720886230469, 87.35352325439453, 91.1982650756836], [105.11885070800781, 91.29644775390625, 95.01528930664062, 98.84738159179688, 93.569091796875, 90.47987365722656, 84.48714447021484, 84.1973648071289, 91.70199584960938, 95.60022735595703], [89.93580627441406, 95.6939697265625, 97.2625732421875, 96.02995300292969, 92.12847900390625, 91.07608032226562, 93.08374786376953, 95.0053482055664, 94.90911102294922, 91.03335571289062], [87.99836730957031, 93.08999633789062, 98.3066635131836, 76.34855651855469, 97.15028381347656, 108.13166046142578, 99.1129379272461, 102.710693359375, 99.55559539794922, 95.51069641113281], [98.35651397705078, 86.7246322631836, 95.20478820800781, 91.94969940185547, 95.01561737060547, 84.85393524169922, 90.93020629882812, 94.22061157226562, 100.68705749511719, 94.13786315917969], [103.61639404296875, 90.93024444580078, 97.49983978271484, 100.35664367675781, 95.45301055908203, 91.36900329589844, 102.1396255493164, 101.02424621582031, 86.50788879394531, 96.67194366455078], [99.25202178955078, 97.87515258789062, 104.13481140136719, 101.04895782470703, 87.53845977783203, 104.14384460449219, 96.33148193359375, 93.7371597290039, 100.26649475097656, 103.7671127319336], [109.78132629394531, 96.39241027832031, 85.7083740234375, 96.92526245117188, 95.17739868164062, 99.43873596191406, 92.80279541015625, 97.92800903320312, 106.30956268310547, 96.15320587158203], [102.79923248291016, 102.38683319091797, 104.77168273925781, 102.60308074951172, 106.23406982421875, 90.77153015136719, 101.82166290283203, 101.55814361572266, 102.40196228027344, 103.74043273925781]]"
graph_gat_v2,6,"[[90.73471069335938, 109.47286987304688, 110.13057708740234, 98.18318176269531, 102.81177520751953, 102.69551849365234, 102.7255630493164, 106.94019317626953, 104.01994323730469, 91.20877838134766], [93.27469635009766, 97.0013656616211, 96.05964660644531, 100.6064682006836, 102.43090057373047, 101.26616668701172, 89.74211120605469, 93.76061248779297, 99.13551330566406, 103.60261535644531], [93.85572814941406, 80.98719787597656, 96.15082550048828, 96.14984893798828, 91.81265258789062, 98.04721069335938, 109.29772186279297, 107.52942657470703, 100.82247161865234, 91.88265228271484], [93.67215728759766, 94.02796936035156, 93.51775360107422, 101.88435363769531, 92.92216491699219, 96.52701568603516, 102.59942626953125, 94.37786102294922, 98.68464660644531, 104.30191802978516], [98.49651336669922, 106.75190734863281, 114.21319580078125, 99.18025970458984, 103.92041015625, 100.76436614990234, 96.79558563232422, 103.5777359008789, 113.78760528564453, 111.61549377441406], [83.25591278076172, 95.94143676757812, 89.86516571044922, 86.83255004882812, 93.71733093261719, 87.26377868652344, 81.73239135742188, 99.8887939453125, 99.60155487060547, 92.84318542480469], [94.23770904541016, 96.21357727050781, 99.37767791748047, 111.45140838623047, 97.19259643554688, 105.98880004882812, 94.5643539428711, 104.27999877929688, 108.38584899902344, 100.4659194946289], [94.70438385009766, 113.68501281738281, 103.07565307617188, 108.32820129394531, 102.1458740234375, 111.95988464355469, 106.47638702392578, 113.17601776123047, 95.83358001708984, 99.96305084228516], [99.4439697265625, 107.68754577636719, 93.20430755615234, 111.89473724365234, 104.44229888916016, 97.39203643798828, 94.46497344970703, 96.31224822998047, 97.44235229492188, 91.18042755126953], [102.05683898925781, 101.56324768066406, 96.48704528808594, 102.36361694335938, 101.74414825439453, 98.97454071044922, 93.87566375732422, 94.11705780029297, 98.48477935791016, 107.78886413574219]]"
graph_gat_v2,10,"[[98.76899719238281, 106.28299713134766, 100.24620819091797, 111.60826873779297, 93.21345520019531, 85.12934112548828, 88.71125793457031, 99.78170776367188, 104.79285430908203, 113.58757781982422], [88.98945617675781, 100.72087860107422, 98.75965881347656, 104.09026336669922, 98.59423065185547, 88.81949615478516, 111.265869140625, 88.22097778320312, 112.42869567871094, 92.54045867919922], [92.67230987548828, 85.13871002197266, 99.16039276123047, 66.17296600341797, 89.96466827392578, 84.65017700195312, 97.66836547851562, 86.48223114013672, 78.94950866699219, 89.87303161621094], [99.61443328857422, 92.850830078125, 101.6810073852539, 95.80937194824219, 99.28717803955078, 95.20852661132812, 78.79998779296875, 89.3208236694336, 86.70062255859375, 78.20842742919922], [77.25967407226562, 100.1982421875, 99.40715789794922, 97.08790588378906, 88.08540344238281, 109.89459991455078, 97.00712585449219, 91.03384399414062, 85.35577392578125, 106.25416564941406], [83.86937713623047, 86.9013442993164, 81.66289520263672, 89.97175598144531, 94.50082397460938, 83.88114929199219, 92.61333465576172, 97.19405364990234, 100.47571563720703, 86.20462036132812], [86.64620971679688, 100.72883605957031, 99.71360778808594, 110.54210662841797, 106.53913879394531, 105.20983123779297, 96.07988739013672, 96.5284652709961, 105.86876678466797, 105.046142578125], [101.12572479248047, 95.1912612915039, 79.62794494628906, 97.03764343261719, 100.02452850341797, 96.67723846435547, 97.90998077392578, 84.12444305419922, 93.54108428955078, 82.87409210205078], [104.06497192382812, 87.041259765625, 100.56707000732422, 100.69171142578125, 99.8275375366211, 101.62893676757812, 96.07160949707031, 101.23894500732422, 96.50045776367188, 82.59798431396484], [93.66825866699219, 85.38546752929688, 82.46761322021484, 101.39218139648438, 99.46903991699219, 73.25890350341797, 84.84304809570312, 94.62506866455078, 98.03673553466797, 94.3155746459961]]"
graph_gat_v2,15,"[[80.75579833984375, 66.73989868164062, 63.15458297729492, 65.32178497314453, 80.42359161376953, 41.682289123535156, 50.06565856933594, 69.24746704101562, 76.55294036865234, 73.4772720336914], [75.46830749511719, 48.70137023925781, 53.96088409423828, 66.84857177734375, 61.08378601074219, 54.686893463134766, 38.45881271362305, 54.95370101928711, 56.40421676635742, 36.93938064575195], [46.156829833984375, 63.76654052734375, 62.11702346801758, 57.311798095703125, 65.88859558105469, 39.175567626953125, 59.10541534423828, 50.439178466796875, 46.29021453857422, 49.923072814941406], [30.480546951293945, 54.3470344543457, 65.08686065673828, 44.562744140625, 56.93413162231445, 57.61646270751953, 57.153663635253906, 58.65507888793945, 51.207698822021484, 47.875587463378906], [72.75149536132812, 56.96806335449219, 66.00886535644531, 63.453460693359375, 68.32762145996094, 64.50345611572266, 62.778602600097656, 52.26288986206055, 77.66423797607422, 73.21759796142578], [59.373905181884766, 81.88973236083984, 57.586936950683594, 62.45439529418945, 55.11853790283203, 78.94273376464844, 55.76453399658203, 55.50435256958008, 58.34573745727539, 51.60699462890625], [77.05445098876953, 53.16565704345703, 59.98870849609375, 84.99728393554688, 48.53731918334961, 63.396419525146484, 67.32145690917969, 66.18390655517578, 46.88387680053711, 45.16355895996094], [68.40251159667969, 71.02554321289062, 76.9595718383789, 55.48469161987305, 42.05559158325195, 56.32297134399414, 64.64446258544922, 67.32682800292969, 54.42540740966797, 72.2565689086914], [93.00611877441406, 95.42717742919922, 69.88495635986328, 58.06752395629883, 52.741355895996094, 79.72647857666016, 89.54120635986328, 79.57144927978516, 75.49335479736328, 78.57020568847656], [64.77879333496094, 82.40172576904297, 99.45150756835938, 80.16812133789062, 86.65814208984375, 62.00331115722656, 78.50289154052734, 67.4716567993164, 85.3724365234375, 72.13043212890625]]"
graph_gat_v2,20,"[[80.04969024658203, 71.2109375, 58.7371940612793, 81.18582916259766, 60.802337646484375, 77.73713684082031, 53.407100677490234, 74.39704132080078, 80.31566619873047, 63.03297805786133], [45.56290054321289, 65.08267974853516, 51.38347244262695, 62.430023193359375, 45.982547760009766, 77.76649475097656, 51.780906677246094, 61.24810028076172, 60.115718841552734, 46.45520782470703], [41.456119537353516, 29.37805938720703, 56.72757339477539, 57.03910827636719, 44.919315338134766, 56.22947311401367, 48.00664520263672, 37.2204704284668, 48.722564697265625, 62.593990325927734], [62.06767654418945, 58.377384185791016, 75.51873779296875, 77.58329010009766, 81.99354553222656, 73.52911376953125, 72.49235534667969, 86.86805725097656, 62.886756896972656, 85.09619140625], [65.49932861328125, 100.11255645751953, 86.87942504882812, 74.46694946289062, 51.971439361572266, 56.978919982910156, 70.21363830566406, 71.41678619384766, 82.40410614013672, 72.43866729736328], [44.75944900512695, 77.99417877197266, 63.96162033081055, 65.7402114868164, 63.05617904663086, 83.4655990600586, 67.99726867675781, 51.04914474487305, 71.58679962158203, 72.79735565185547], [111.85588836669922, 89.83321380615234, 77.2683334350586, 86.14492797851562, 78.92741394042969, 71.45386505126953, 82.17514038085938, 60.38011169433594, 89.29779815673828, 110.38304901123047], [90.07196807861328, 85.588623046875, 90.39338684082031, 80.71788787841797, 96.66931915283203, 95.34039306640625, 58.15460968017578, 80.60675048828125, 85.55266571044922, 73.1611328125], [71.19690704345703, 64.3785629272461, 65.10689544677734, 57.874088287353516, 60.207977294921875, 74.3997802734375, 55.1769905090332, 70.16905975341797, 52.281532287597656, 71.9909439086914], [44.85289764404297, 69.9987564086914, 50.24425506591797, 57.231868743896484, 60.506954193115234, 66.3263931274414, 55.70469284057617, 56.838985443115234, 58.1285400390625, 46.69647216796875]]"
set_transformer_inv,5,"[[106.85153198242188, 99.07259368896484, 104.04776763916016, 109.23872375488281, 100.88033294677734, 105.77835083007812, 95.6733627319336, 96.5870132446289, 102.68660736083984, 105.0068130493164], [107.69129180908203, 106.51575469970703, 112.14230346679688, 110.15587615966797, 114.38996124267578, 107.2466049194336, 114.13082122802734, 108.32614135742188, 113.97364807128906, 117.27080535888672], [116.63467407226562, 105.07447814941406, 98.25426483154297, 111.32548522949219, 105.57054138183594, 107.83551025390625, 96.11251831054688, 96.58609771728516, 103.9880142211914, 105.27656555175781], [101.46131134033203, 98.83525085449219, 109.09465789794922, 104.28895568847656, 106.70963287353516, 108.546630859375, 102.96841430664062, 106.20082092285156, 101.11682891845703, 110.51438903808594], [91.86455535888672, 111.81745147705078, 106.86282348632812, 91.3682632446289, 110.70075225830078, 111.36421966552734, 111.90206909179688, 110.13362121582031, 115.28580474853516, 112.41084289550781], [105.00997161865234, 100.4679946899414, 100.8325424194336, 90.86725616455078, 96.2516860961914, 95.2270736694336, 99.96331024169922, 99.0971450805664, 92.36772155761719, 92.63298797607422], [99.83370971679688, 94.67322540283203, 95.348388671875, 87.732666015625, 90.8341064453125, 89.23931884765625, 100.99067687988281, 92.9662094116211, 85.52584838867188, 96.27686309814453], [105.11634826660156, 102.91006469726562, 106.7273941040039, 108.73705291748047, 95.41500854492188, 104.7945327758789, 98.889892578125, 88.39765167236328, 100.17375946044922, 97.16712951660156], [114.9972915649414, 110.35769653320312, 99.60225677490234, 115.18313598632812, 107.75056457519531, 108.4224853515625, 109.9925537109375, 113.83709716796875, 115.33757781982422, 115.9577865600586], [100.48392486572266, 102.1866455078125, 99.90100860595703, 99.04032897949219, 96.60358428955078, 106.06155395507812, 100.6878662109375, 105.43640899658203, 105.5386962890625, 104.71808624267578]]"
set_transformer_inv,6,"[[98.32134246826172, 106.69269561767578, 108.32711791992188, 107.04698181152344, 103.26354217529297, 110.23291778564453, 109.31382751464844, 114.31375122070312, 108.05368041992188, 106.10459899902344], [110.00714111328125, 112.81712341308594, 116.1410903930664, 113.7718734741211, 119.19105529785156, 112.35089111328125, 107.63359069824219, 103.78705596923828, 127.6259994506836, 111.82606506347656], [101.41673278808594, 100.05998229980469, 103.30491638183594, 100.0615005493164, 107.03977966308594, 102.13057708740234, 103.73868560791016, 94.02580261230469, 122.84077453613281, 114.66187286376953], [101.38259887695312, 101.59107971191406, 108.27664947509766, 108.84159851074219, 115.29472351074219, 117.76737213134766, 117.02465057373047, 106.45148468017578, 102.54489135742188, 110.1968002319336], [108.58936309814453, 104.68974304199219, 116.29544067382812, 112.9932861328125, 111.93013000488281, 110.98072814941406, 103.47270965576172, 122.39309692382812, 100.3569564819336, 114.6494369506836], [98.54703521728516, 97.06797790527344, 96.1650619506836, 97.13895416259766, 110.92111206054688, 113.21383666992188, 106.24351501464844, 109.03392791748047, 99.73959350585938, 92.14514923095703], [93.63716125488281, 87.66414642333984, 86.95800018310547, 98.2718505859375, 99.77909088134766, 103.78668975830078, 93.75749969482422, 90.43836212158203, 100.23583221435547, 100.66110229492188], [97.22466278076172, 120.40093231201172, 104.32638549804688, 98.2303466796875, 96.03292083740234, 114.24407196044922, 112.1451187133789, 100.66459655761719, 105.6562728881836, 106.59223175048828], [110.78343200683594, 120.8011703491211, 117.509765625, 121.58917236328125, 112.52484893798828, 109.07688903808594, 117.85160827636719, 110.20890808105469, 115.46221923828125, 110.20821380615234], [111.89473724365234, 114.91380310058594, 94.81759643554688, 111.13899993896484, 95.88114929199219, 106.56221008300781, 102.63587188720703, 101.48141479492188, 103.22499084472656, 104.00529479980469]]"
set_transformer_inv,10,"[[86.46035766601562, 95.02925109863281, 93.76089477539062, 90.9472885131836, 107.6767578125, 73.3018569946289, 91.59190368652344, 92.82792663574219, 79.46220397949219, 101.91061401367188], [107.32984161376953, 115.31710815429688, 109.27015686035156, 107.47592163085938, 112.5180892944336, 102.38517761230469, 120.17393493652344, 97.85095977783203, 110.39423370361328, 90.4799575805664], [87.603759765625, 75.46939086914062, 105.50155639648438, 81.3725814819336, 90.70069122314453, 94.40921783447266, 88.2949447631836, 81.26203155517578, 105.00428771972656, 96.01673126220703], [101.23542022705078, 105.73081970214844, 97.24433135986328, 96.7289047241211, 95.01654815673828, 94.1749038696289, 95.68121337890625, 96.34993743896484, 88.76604461669922, 90.72711181640625], [82.82791900634766, 109.6578369140625, 108.76506805419922, 99.05148315429688, 92.39351654052734, 107.71097564697266, 100.9124984741211, 99.35047149658203, 116.14864349365234, 91.96239471435547], [92.35136413574219, 100.52161407470703, 101.44795227050781, 107.02155303955078, 80.4955062866211, 93.41876983642578, 88.73253631591797, 102.24427795410156, 93.20964050292969, 88.90987396240234], [95.43640899658203, 82.7130126953125, 99.66969299316406, 106.2553482055664, 98.9731216430664, 74.63420867919922, 88.97602081298828, 77.93296813964844, 91.4294662475586, 90.76065826416016], [99.69317626953125, 96.01803588867188, 90.21260833740234, 94.7677001953125, 88.81682586669922, 105.92845153808594, 89.4775161743164, 81.09213256835938, 93.17741394042969, 85.73764038085938], [107.34429931640625, 96.31389617919922, 98.25077056884766, 111.33016967773438, 99.19371795654297, 96.33633422851562, 107.91083526611328, 94.5982437133789, 94.15681457519531, 109.24675750732422], [96.21014404296875, 84.71833801269531, 95.33405303955078, 98.42668151855469, 99.03582000732422, 99.46824645996094, 93.86631774902344, 89.81533813476562, 112.07125091552734, 93.250732421875]]"
set_transformer_inv,15,"[[92.30030059814453, 80.55425262451172, 67.97288513183594, 75.57728576660156, 68.17556762695312, 91.67688751220703, 80.05387878417969, 68.85050964355469, 70.38978576660156, 69.2970962524414], [85.5845947265625, 62.958770751953125, 67.67562103271484, 95.8048095703125, 70.05059051513672, 65.39220428466797, 49.988285064697266, 55.55784606933594, 61.13841247558594, 55.726951599121094], [25.298606872558594, 42.61073303222656, 35.49711227416992, 33.54255294799805, 46.83793258666992, 48.54981994628906, 38.489532470703125, 40.64048767089844, 29.34560775756836, 53.53062438964844], [22.835790634155273, 56.988338470458984, 66.30255889892578, 50.609764099121094, 50.4478874206543, 38.752159118652344, 54.42644119262695, 68.18556213378906, 59.86155319213867, 60.3290901184082], [71.18179321289062, 42.86697769165039, 53.3144645690918, 55.531036376953125, 49.331871032714844, 68.5468978881836, 55.489933013916016, 49.727882385253906, 46.04505157470703, 50.65627670288086], [31.97561264038086, 48.97196960449219, 43.1485710144043, 42.819217681884766, 33.44375991821289, 25.136857986450195, 49.86677932739258, 47.67786407470703, 62.682735443115234, 55.2469596862793], [73.2013931274414, 57.27680206298828, 60.651363372802734, 72.60611724853516, 65.95745849609375, 69.9439468383789, 35.81167221069336, 38.01612854003906, 46.17293930053711, 68.31417083740234], [65.91168212890625, 75.42767333984375, 78.50640106201172, 68.20994567871094, 64.0464096069336, 62.399654388427734, 54.49118423461914, 89.01904296875, 53.34980010986328, 86.92041778564453], [80.47645568847656, 85.82559204101562, 61.185630798339844, 64.36927795410156, 72.39305877685547, 76.83302307128906, 88.44771575927734, 87.99576568603516, 81.96905517578125, 71.91342163085938], [53.97055435180664, 42.496788024902344, 60.710384368896484, 69.95046997070312, 39.597023010253906, 46.4798698425293, 52.78146743774414, 54.60895919799805, 65.88807678222656, 63.903907775878906]]"
set_transformer_inv,20,"[[48.94770812988281, 37.237060546875, 33.125152587890625, 36.92869567871094, 53.91510772705078, 62.71720886230469, 36.43202590942383, 69.52448272705078, 55.7425537109375, 22.392213821411133], [58.1894645690918, 68.81544494628906, 67.69416809082031, 75.64867401123047, 51.12639236450195, 91.78740692138672, 72.89965057373047, 53.69182205200195, 87.3370132446289, 87.84027862548828], [64.75572204589844, 52.55891799926758, 69.07059478759766, 70.33114624023438, 51.572147369384766, 57.67721176147461, 79.00269317626953, 61.8648681640625, 65.95286560058594, 52.76889419555664], [72.84871673583984, 85.24361419677734, 75.00379943847656, 87.98455047607422, 76.77467346191406, 74.8748779296875, 66.26006317138672, 90.74353790283203, 77.13587951660156, 81.94095611572266], [81.4882583618164, 102.64876556396484, 90.2411117553711, 80.61776733398438, 69.94263458251953, 87.8815689086914, 96.27175903320312, 92.7207260131836, 78.07743835449219, 90.7007064819336], [66.51278686523438, 89.3937759399414, 85.16329193115234, 91.4554672241211, 82.07915496826172, 84.50042724609375, 75.75604248046875, 81.52200317382812, 57.56340026855469, 76.12158203125], [96.8501205444336, 58.605770111083984, 82.53929138183594, 63.44611740112305, 81.76386260986328, 67.7892837524414, 52.477928161621094, 78.50208282470703, 78.87794494628906, 83.02914428710938], [64.89576721191406, 70.56529235839844, 84.89346313476562, 84.06159973144531, 89.03691101074219, 71.63809204101562, 76.70592498779297, 60.142356872558594, 76.23572540283203, 58.607460021972656], [73.05767059326172, 63.38753890991211, 64.23267364501953, 77.93234252929688, 56.35092544555664, 51.263004302978516, 82.47704315185547, 73.52946472167969, 73.3549575805664, 65.4298324584961], [70.46852111816406, 97.39270782470703, 78.48042297363281, 77.0599136352539, 98.13159942626953, 71.11878204345703, 81.6948471069336, 82.52816772460938, 80.85111236572266, 55.1493034362793]]"
