strategy,agents,rewards
mlp_local,5,"[[101.74999237060547, 99.6899185180664, 103.63816833496094, 100.05972290039062, 94.64434051513672, 102.56795501708984, 97.59033966064453, 97.35816192626953, 101.28953552246094, 100.12853240966797], [96.10995483398438, 92.95870971679688, 100.29649353027344, 93.71104431152344, 94.339599609375, 88.5829086303711, 97.12520599365234, 102.88175964355469, 94.78483581542969, 92.01363372802734], [113.6386489868164, 101.88021087646484, 98.4981918334961, 107.2202377319336, 99.55413818359375, 101.43150329589844, 99.93098449707031, 99.52239990234375, 101.7878189086914, 95.49482727050781], [93.18509674072266, 93.27163696289062, 92.09098052978516, 95.02559661865234, 89.64530944824219, 91.95104217529297, 92.25161743164062, 96.18934631347656, 94.69282531738281, 92.87061309814453], [91.55896759033203, 95.89014434814453, 100.4345932006836, 77.6783447265625, 100.75701904296875, 101.05595397949219, 100.4914779663086, 103.17015075683594, 97.81482696533203, 99.7585220336914], [99.17098999023438, 97.75481414794922, 96.42265319824219, 104.51681518554688, 105.27352142333984, 101.18380737304688, 108.22621154785156, 104.2291030883789, 96.208984375, 99.61438751220703], [103.36538696289062, 98.03748321533203, 99.96824645996094, 102.85227966308594, 100.00529479980469, 97.37211608886719, 106.77778625488281, 109.53153991699219, 95.81696319580078, 102.40917205810547], [101.8111572265625, 102.15100860595703, 102.64098358154297, 105.07270812988281, 94.58781433105469, 95.5716323852539, 99.14054870605469, 89.53568267822266, 98.58255004882812, 106.41404724121094], [106.1933364868164, 102.21385192871094, 87.44761657714844, 107.78211212158203, 95.89306640625, 92.88190460205078, 106.10779571533203, 105.73870086669922, 98.20857238769531, 96.60325622558594], [101.6618881225586, 97.69265747070312, 101.07263946533203, 105.0438003540039, 106.44585418701172, 102.715087890625, 100.51118469238281, 102.34188842773438, 96.3111572265625, 96.65284729003906]]"
mlp_local,6,"[[94.81926727294922, 109.23588562011719, 107.76200103759766, 100.51508331298828, 99.81761932373047, 101.63191223144531, 103.60494995117188, 113.59563446044922, 98.17266845703125, 97.60489654541016], [94.9492416381836, 100.23663330078125, 97.9869384765625, 112.5999984741211, 103.5204086303711, 109.13068389892578, 95.23603820800781, 101.05843353271484, 104.14581298828125, 105.65070343017578], [98.70022583007812, 101.69511413574219, 94.50965881347656, 98.8011703491211, 94.76388549804688, 108.37269592285156, 106.60138702392578, 104.41866302490234, 109.19379425048828, 116.9800033569336], [94.93999481201172, 89.83506774902344, 98.85516357421875, 94.87178039550781, 92.28501892089844, 101.96577453613281, 101.07709503173828, 98.33964538574219, 95.95733642578125, 105.92975616455078], [93.9791259765625, 106.54684448242188, 109.84652709960938, 104.67642211914062, 99.64576721191406, 103.33078002929688, 83.38136291503906, 105.39891815185547, 89.48220825195312, 98.58719635009766], [102.7134780883789, 90.62158966064453, 101.76631927490234, 110.89249420166016, 110.81645202636719, 99.25767517089844, 99.19971466064453, 115.68037414550781, 114.71600341796875, 105.85320281982422], [104.56995391845703, 98.42079162597656, 93.00936126708984, 109.37486267089844, 97.0516586303711, 106.57198333740234, 107.83415985107422, 98.66842651367188, 93.80293273925781, 110.31507873535156], [96.16858673095703, 112.17996215820312, 102.19440460205078, 108.80854034423828, 104.04261779785156, 117.00579071044922, 112.62771606445312, 118.92597961425781, 108.1842041015625, 104.12415313720703], [104.41133117675781, 103.44227600097656, 97.52752685546875, 100.20694732666016, 99.75900268554688, 96.83747863769531, 99.59700775146484, 90.1319580078125, 91.18142700195312, 114.55753326416016], [102.30447387695312, 102.05884552001953, 96.84703063964844, 105.66923522949219, 99.20822143554688, 108.0908432006836, 94.07323455810547, 92.70796203613281, 93.49905395507812, 108.19281768798828]]"
mlp_local,10,"[[90.26007080078125, 106.16109466552734, 89.56591033935547, 110.99799346923828, 97.9366683959961, 100.97079467773438, 98.36648559570312, 98.47859954833984, 99.20606994628906, 113.62488555908203], [98.2299575805664, 100.45003509521484, 102.08429718017578, 103.88703918457031, 85.69586944580078, 89.75029754638672, 88.27971649169922, 92.96086120605469, 93.5912857055664, 86.4092025756836], [86.44388580322266, 85.21257019042969, 91.73747253417969, 70.06399536132812, 86.537841796875, 95.75514221191406, 91.1098403930664, 83.72429656982422, 75.03799438476562, 88.69470977783203], [91.15352630615234, 101.63257598876953, 93.49060821533203, 86.678955078125, 99.48174285888672, 92.18709564208984, 84.50936126708984, 94.26606750488281, 86.33715057373047, 94.80355072021484], [66.91256713867188, 82.60958099365234, 97.55532836914062, 82.3359375, 84.62164306640625, 93.9525375366211, 91.60829162597656, 100.45487213134766, 90.01262664794922, 106.26361083984375], [96.07431030273438, 85.14757537841797, 96.83665466308594, 97.17411804199219, 90.99575805664062, 85.94657897949219, 97.22303009033203, 87.98037719726562, 111.55142211914062, 93.79435729980469], [82.76702880859375, 88.77227020263672, 96.25018310546875, 71.83562469482422, 96.13790130615234, 99.4398193359375, 88.39450073242188, 97.6660385131836, 94.57235717773438, 88.09063720703125], [101.32193756103516, 98.04857635498047, 92.33702850341797, 81.59819793701172, 89.46488189697266, 93.60906219482422, 86.23455047607422, 108.59933471679688, 91.28666687011719, 74.44851684570312], [95.25016784667969, 103.26190185546875, 91.40614318847656, 90.22940063476562, 92.04186248779297, 92.03648376464844, 100.82434844970703, 83.77507781982422, 79.76964569091797, 81.14924621582031], [84.36845397949219, 82.1958999633789, 82.80787658691406, 92.49504852294922, 84.96629333496094, 75.53890228271484, 75.56324005126953, 88.07308959960938, 81.85543060302734, 92.11692810058594]]"
mlp_local,15,"[[66.71173095703125, 61.034549713134766, 69.00682067871094, 72.03767395019531, 54.30752182006836, 65.38667297363281, 76.24842071533203, 72.10542297363281, 63.173736572265625, 66.19459533691406], [96.22505950927734, 83.07707977294922, 87.66706085205078, 63.011314392089844, 65.4349365234375, 104.02579498291016, 82.41319274902344, 65.96124267578125, 70.8664321899414, 74.95421600341797], [21.103679656982422, 38.607177734375, 46.69516372680664, 18.225130081176758, 61.931705474853516, 35.19188690185547, 40.24505615234375, 26.299612045288086, 47.40306091308594, 40.6562385559082], [83.78545379638672, 95.58300018310547, 101.55157470703125, 100.28356170654297, 88.80784606933594, 85.95868682861328, 86.20114135742188, 85.54834747314453, 87.91822052001953, 89.8568344116211], [76.3478012084961, 57.730770111083984, 55.3636474609375, 74.3624496459961, 76.31563568115234, 58.17901611328125, 75.48263549804688, 87.430419921875, 78.27408599853516, 76.88565063476562], [59.051109313964844, 65.5542221069336, 63.227474212646484, 65.56586456298828, 64.99478149414062, 82.92134857177734, 50.01975631713867, 80.08151245117188, 78.0950927734375, 62.89344787597656], [63.64569854736328, 62.42731857299805, 81.7850570678711, 45.3956298828125, 52.194820404052734, 73.25169372558594, 43.413455963134766, 53.7913818359375, 53.1830940246582, 58.53232192993164], [80.31310272216797, 75.29335021972656, 106.43621826171875, 76.24789428710938, 56.743656158447266, 80.56425476074219, 68.77301788330078, 94.06673431396484, 75.75161743164062, 89.94810485839844], [90.73023223876953, 91.89594268798828, 86.22663879394531, 87.70232391357422, 79.71876525878906, 66.25991821289062, 91.24925994873047, 77.2601547241211, 87.26361846923828, 83.20075988769531], [40.7981071472168, 41.27546310424805, 65.123779296875, 38.14797592163086, 55.21399688720703, 45.98818588256836, 62.46659851074219, 62.13050079345703, 61.56343460083008, 59.2628288269043]]"
mlp_local,20,"[[80.9478759765625, 59.13229751586914, 73.04796600341797, 59.38587188720703, 76.56440734863281, 68.71903991699219, 69.5526351928711, 86.66842651367188, 67.23735046386719, 64.67203521728516], [60.08213424682617, 65.64842224121094, 65.86454772949219, 52.4648551940918, 58.59970474243164, 32.09074783325195, 34.235233306884766, 54.291175842285156, 54.18571090698242, 64.19417572021484], [20.990345001220703, -0.6741722822189331, -24.440332412719727, 5.151596546173096, 14.810250282287598, 18.51729965209961, 22.094701766967773, 14.62000846862793, -6.281196594238281, 10.123793601989746], [30.597301483154297, 62.28815460205078, 28.293428421020508, 43.3707389831543, 39.04838562011719, 53.89942932128906, 38.195735931396484, 41.6512451171875, 49.598262786865234, 30.309804916381836], [52.312164306640625, 73.8108139038086, 92.88313293457031, 58.819244384765625, 50.83940124511719, 81.54512023925781, 43.76997375488281, 64.42120361328125, 84.20157623291016, 66.692626953125], [52.4597282409668, 60.94757843017578, 37.80690002441406, 51.17391586303711, 57.735233306884766, 43.62008285522461, 53.60406494140625, 50.3487548828125, 36.97236251831055, 59.42490768432617], [94.19341278076172, 68.76958465576172, 84.43006134033203, 51.22603225708008, 76.27326202392578, 70.115966796875, 63.50482940673828, 63.81373596191406, 54.468536376953125, 83.25826263427734], [28.273954391479492, 51.79998779296875, 59.380157470703125, 48.51558303833008, 55.80647277832031, 35.368080139160156, 51.573604583740234, 56.4927864074707, 40.660194396972656, 51.380489349365234], [39.88556671142578, 50.91586685180664, 49.91712951660156, 42.603885650634766, 52.506893157958984, 60.48130416870117, 35.535186767578125, 39.366851806640625, 46.92061233520508, 27.503620147705078], [71.16645050048828, 90.48735809326172, 97.67354583740234, 69.53617095947266, 74.0549545288086, 65.40957641601562, 69.90206909179688, 61.568241119384766, 68.77417755126953, 78.006591796875]]"
mlp_global,5,"[[100.4827880859375, 94.47396850585938, 100.50322723388672, 98.60948181152344, 92.23848724365234, 104.17343139648438, 94.08941650390625, 94.22815704345703, 93.91079711914062, 100.446044921875], [107.31863403320312, 99.63603210449219, 94.74063110351562, 105.97691345214844, 105.26947021484375, 109.72455596923828, 92.26024627685547, 106.35150909423828, 97.20963287353516, 95.6771469116211], [114.22649383544922, 103.20816040039062, 101.02458190917969, 106.08757781982422, 104.26432800292969, 94.50871276855469, 98.58161926269531, 103.55586242675781, 108.97040557861328, 100.86836242675781], [114.91080474853516, 115.6593246459961, 120.85838317871094, 113.76054382324219, 125.65283966064453, 116.18765258789062, 113.84923553466797, 114.2291030883789, 121.47162628173828, 122.43179321289062], [86.75682067871094, 93.94727325439453, 98.1070327758789, 89.01273345947266, 96.58808135986328, 82.5054702758789, 101.84147644042969, 97.71442413330078, 92.50099182128906, 89.1786880493164], [92.92646789550781, 94.92957305908203, 93.0088119506836, 94.11994934082031, 97.10308837890625, 92.36761474609375, 97.10885620117188, 100.79387664794922, 94.40187072753906, 91.7768325805664], [96.14286041259766, 94.6070785522461, 99.21941375732422, 96.57621002197266, 91.6958236694336, 93.25446319580078, 95.95166015625, 97.54751586914062, 102.60403442382812, 98.04908752441406], [102.22322845458984, 99.31963348388672, 102.96894836425781, 106.8432388305664, 85.73816680908203, 97.92811584472656, 96.9341049194336, 93.07938385009766, 98.5958023071289, 107.94795227050781], [106.63277435302734, 102.41769409179688, 95.76531982421875, 106.54037475585938, 96.9681625366211, 98.9264144897461, 97.33393096923828, 105.09169006347656, 95.49974060058594, 95.7309799194336], [103.98861694335938, 102.2702865600586, 98.90396881103516, 98.92191314697266, 104.63485717773438, 98.75049591064453, 102.22952270507812, 103.3882064819336, 96.43002319335938, 103.7002944946289]]"
mlp_global,6,"[[85.54594421386719, 110.80638885498047, 98.77489471435547, 92.91350555419922, 100.3642349243164, 95.63294219970703, 100.63821411132812, 104.6537857055664, 97.89309692382812, 94.88307189941406], [103.8729476928711, 97.69900512695312, 88.51367950439453, 100.90186309814453, 112.71715545654297, 114.1558837890625, 96.38626098632812, 98.5477294921875, 123.2479476928711, 97.90776062011719], [101.41671752929688, 93.48606872558594, 92.66088104248047, 101.31807708740234, 108.01573181152344, 106.53491973876953, 113.6812515258789, 110.10037231445312, 114.12615966796875, 107.08930969238281], [118.1639404296875, 117.8573226928711, 118.1082763671875, 120.8892822265625, 123.70640563964844, 118.88140106201172, 117.5152359008789, 108.1703872680664, 120.49681854248047, 127.88104248046875], [94.6077880859375, 102.49095153808594, 109.25051879882812, 103.25325775146484, 95.27354431152344, 96.44267272949219, 92.80073547363281, 100.80450439453125, 113.84565734863281, 107.9590835571289], [95.45580291748047, 98.2480239868164, 103.3545913696289, 102.44892883300781, 104.82660675048828, 96.51492309570312, 98.58705139160156, 107.40496826171875, 108.49200439453125, 105.79513549804688], [96.88650512695312, 91.98470306396484, 86.79594421386719, 108.9688491821289, 95.1039047241211, 101.11659240722656, 102.51484680175781, 99.18307495117188, 98.51187133789062, 101.93093872070312], [93.87854766845703, 111.48101043701172, 100.57160186767578, 106.55982971191406, 105.00177001953125, 110.12464141845703, 107.22705078125, 114.11891174316406, 103.29585266113281, 109.43212127685547], [103.16252136230469, 107.09272003173828, 96.87649536132812, 100.39249420166016, 104.23627471923828, 93.63336944580078, 91.16187286376953, 92.85456848144531, 93.83999633789062, 112.11903381347656], [110.36204528808594, 107.40848541259766, 91.35641479492188, 105.28462219238281, 97.92475891113281, 100.7031478881836, 97.55941009521484, 99.58894348144531, 100.62307739257812, 110.12179565429688]]"
mlp_global,10,"[[95.49059295654297, 107.26821899414062, 91.36980438232422, 112.86173248291016, 84.97761535644531, 79.82709503173828, 99.65808868408203, 85.12491607666016, 100.34418487548828, 106.67060089111328], [91.02113342285156, 97.73805236816406, 95.10317993164062, 82.66519165039062, 84.59295654296875, 82.274658203125, 94.33390045166016, 99.20988464355469, 117.06401062011719, 84.33145904541016], [97.6056137084961, 92.79094696044922, 110.21005249023438, 76.86438751220703, 101.44219207763672, 95.33563995361328, 106.108154296875, 101.63050842285156, 110.21215057373047, 95.53108215332031], [110.10043334960938, 104.70568084716797, 103.68077850341797, 103.19920349121094, 79.98716735839844, 103.180419921875, 111.94693756103516, 99.91060638427734, 110.70808410644531, 102.96277618408203], [71.73985290527344, 92.82288360595703, 109.9223403930664, 90.99752044677734, 84.22589874267578, 94.2778091430664, 87.33306121826172, 92.81385040283203, 81.90657806396484, 95.44988250732422], [83.3217544555664, 92.41551208496094, 95.1201400756836, 105.36416625976562, 82.33888244628906, 80.5338363647461, 102.2163314819336, 95.76470184326172, 106.13611602783203, 102.52714538574219], [84.72527313232422, 87.6163558959961, 96.51869201660156, 74.55520629882812, 102.89765930175781, 87.12789154052734, 84.34452819824219, 95.53935241699219, 103.4199447631836, 82.1940689086914], [105.58662414550781, 93.82318878173828, 91.00263977050781, 82.95082092285156, 77.37708282470703, 101.5677719116211, 86.9571304321289, 89.93103790283203, 104.32864379882812, 92.73223876953125], [95.10001373291016, 91.07925415039062, 86.11361694335938, 86.4601058959961, 92.10366821289062, 85.1962661743164, 104.02251434326172, 78.91976928710938, 82.20030212402344, 67.28060150146484], [93.49922180175781, 83.72408294677734, 93.0109634399414, 94.70392608642578, 94.47598266601562, 103.74530792236328, 85.1114501953125, 93.08168029785156, 100.03282928466797, 96.79901885986328]]"
mlp_global,15,"[[53.23032760620117, 31.31566619873047, 43.02873992919922, 67.04621887207031, 50.23260498046875, 45.15799331665039, 36.435302734375, 39.890525817871094, 77.08180236816406, 58.896812438964844], [87.36849212646484, 54.78498077392578, 63.27508544921875, 83.2283935546875, 86.15630340576172, 64.29609680175781, 60.30048370361328, 85.99887084960938, 71.39144897460938, 85.18490600585938], [56.20819091796875, 75.87104034423828, 61.147335052490234, 77.52417755126953, 63.964046478271484, 65.3980712890625, 74.13770294189453, 79.38188934326172, 76.71511840820312, 66.13764953613281], [94.89376068115234, 85.94003295898438, 97.1207046508789, 85.24058532714844, 90.21167755126953, 104.42513275146484, 75.48243713378906, 105.70709991455078, 96.39009094238281, 103.14852142333984], [93.54126739501953, 90.90360260009766, 81.9946517944336, 108.7659912109375, 94.87867736816406, 89.85637664794922, 89.35449981689453, 84.58870697021484, 75.5802001953125, 100.47557830810547], [70.6401138305664, 73.2641830444336, 92.7566146850586, 72.6009750366211, 84.59721374511719, 96.84083557128906, 94.46205139160156, 70.057373046875, 64.6544189453125, 67.87590026855469], [69.23470306396484, 57.503902435302734, 85.52188873291016, 92.97447204589844, 81.64683532714844, 79.42503356933594, 88.79197692871094, 66.98556518554688, 81.08186340332031, 84.49565124511719], [25.553775787353516, 53.98698806762695, 57.406150817871094, 51.837982177734375, 48.1950798034668, 31.79161834716797, 55.038814544677734, 45.512451171875, 43.785011291503906, 53.12138366699219], [64.31932067871094, 45.996177673339844, 63.84851837158203, 45.17141342163086, 38.24232482910156, 67.6168441772461, 55.553955078125, 71.52778625488281, 73.4475326538086, 53.58311080932617], [77.04574584960938, 64.40074157714844, 70.5088119506836, 78.60305786132812, 55.01692199707031, 56.694496154785156, 72.78068542480469, 88.51654052734375, 73.69998168945312, 62.1462287902832]]"
mlp_global,20,"[[77.43204498291016, 69.80281066894531, 66.53330993652344, 78.04774475097656, 69.0995101928711, 96.2479019165039, 74.28096008300781, 72.21104431152344, 63.12834167480469, 66.07914733886719], [39.4691047668457, 48.122352600097656, 53.36630630493164, 65.336181640625, 44.996150970458984, 65.4910659790039, 52.94327163696289, 60.839454650878906, 60.25824737548828, 51.40321731567383], [63.28091049194336, 64.39289855957031, 95.6176986694336, 63.464691162109375, 94.83116149902344, 81.36344909667969, 69.6019058227539, 76.85831451416016, 88.78644561767578, 89.71402740478516], [71.01603698730469, 83.7557144165039, 75.15870666503906, 76.86527252197266, 81.02136993408203, 59.927581787109375, 84.96992492675781, 73.3307876586914, 78.71023559570312, 43.7096061706543], [48.483028411865234, 24.839208602905273, 43.630916595458984, 40.51891326904297, 45.90711975097656, 27.494014739990234, 38.68865966796875, 64.37801361083984, 29.615571975708008, 45.81330108642578], [52.266517639160156, 62.6265754699707, 46.54142379760742, 66.94898223876953, 33.80325698852539, 64.5569839477539, 83.98281860351562, 57.93234634399414, 51.056983947753906, 77.8232192993164], [55.718109130859375, 65.53633117675781, 41.2809944152832, 56.78834533691406, 54.6748046875, 35.64009094238281, 31.341157913208008, 32.616050720214844, 43.4886474609375, 29.463285446166992], [40.38397979736328, 44.591712951660156, 49.00703048706055, 41.62303924560547, 57.633846282958984, 78.62056732177734, 52.12065887451172, 61.6652946472168, 39.51119613647461, 37.45357894897461], [34.398406982421875, 49.48147964477539, 43.5007438659668, 47.725975036621094, 30.07297134399414, 30.04239273071289, 32.075347900390625, 36.68626403808594, 36.16676330566406, 33.15091323852539], [63.81816864013672, 60.16801834106445, 55.2841796875, 67.946533203125, 54.56794738769531, 64.36493682861328, 55.55679702758789, 57.02682113647461, 39.76845169067383, 68.34156036376953]]"
graph_sage,5,"[[99.37606048583984, 93.22686004638672, 100.25078582763672, 96.86552429199219, 93.8446044921875, 99.51358795166016, 80.6775894165039, 93.03062438964844, 88.71450805664062, 89.36289978027344], [101.16124725341797, 94.66936492919922, 95.51653289794922, 104.15464782714844, 92.74010467529297, 106.49523162841797, 90.781494140625, 103.09679412841797, 103.6744155883789, 95.1812515258789], [111.70883178710938, 106.66987609863281, 97.5383071899414, 107.65402221679688, 99.3501205444336, 96.94641876220703, 84.01481628417969, 95.31635284423828, 98.61548614501953, 91.12167358398438], [100.89900970458984, 95.69202423095703, 103.49360656738281, 107.5067367553711, 104.3943862915039, 99.12970733642578, 101.41609191894531, 103.74085235595703, 100.52899932861328, 104.38404846191406], [87.39027404785156, 94.79635620117188, 90.726806640625, 93.78404998779297, 99.39917755126953, 94.17334747314453, 97.99267578125, 92.6029052734375, 87.81465148925781, 83.22781372070312], [97.8366928100586, 88.75157928466797, 103.38011932373047, 97.2534408569336, 101.31563568115234, 104.1388168334961, 95.58955383300781, 101.60859680175781, 100.69985961914062, 95.8460693359375], [99.54409790039062, 92.79532623291016, 97.78717803955078, 93.20758819580078, 99.74108123779297, 98.12602233886719, 98.7395248413086, 93.48651123046875, 88.64967346191406, 94.21086883544922], [97.47708892822266, 90.58637237548828, 95.45597076416016, 74.360595703125, 84.3072280883789, 93.9453125, 95.8170166015625, 88.428955078125, 104.6004409790039, 102.96905517578125], [104.72928619384766, 101.23033905029297, 90.15613555908203, 100.83424377441406, 95.72427368164062, 98.30997467041016, 98.7399673461914, 99.36815643310547, 105.83364868164062, 96.99004364013672], [101.25782775878906, 101.31610870361328, 102.28042602539062, 99.34263610839844, 103.60509490966797, 100.839111328125, 102.45734405517578, 102.63795471191406, 95.7851791381836, 104.33928680419922]]"
graph_sage,6,"[[77.78667449951172, 95.9032211303711, 86.31575775146484, 84.41714477539062, 105.09048461914062, 102.96627807617188, 100.92076873779297, 113.89087677001953, 100.0308837890625, 110.1297836303711], [97.66853332519531, 106.29499053955078, 99.57964324951172, 100.27558898925781, 111.2706298828125, 110.51911926269531, 102.17691802978516, 108.37161254882812, 112.87811279296875, 102.921875], [93.03694915771484, 88.36878967285156, 86.9205322265625, 99.15901947021484, 100.48075103759766, 109.29752349853516, 104.66016387939453, 107.67601013183594, 108.8984375, 110.2148666381836], [98.60429382324219, 95.0375747680664, 102.16521453857422, 98.73269653320312, 105.53211975097656, 106.08170318603516, 107.74414825439453, 103.48979187011719, 98.27340698242188, 108.68706512451172], [98.07489013671875, 108.20905303955078, 112.95084381103516, 99.64933776855469, 100.52169036865234, 97.97759246826172, 83.82606506347656, 105.08238983154297, 96.7735366821289, 94.39615631103516], [97.05419158935547, 96.47712707519531, 97.63154602050781, 101.0575942993164, 104.35688018798828, 109.50596618652344, 102.35325622558594, 105.19878387451172, 105.14584350585938, 91.78445434570312], [94.06769561767578, 91.03166961669922, 91.69120025634766, 105.22608184814453, 96.83504486083984, 110.38810729980469, 94.9764404296875, 99.50203704833984, 101.09276580810547, 99.12962341308594], [85.53514862060547, 105.52284240722656, 93.80599212646484, 83.36536407470703, 90.73670959472656, 95.67662048339844, 97.76449584960938, 101.5317611694336, 92.51820373535156, 102.44715881347656], [103.25601959228516, 106.08906555175781, 98.14087677001953, 109.38970184326172, 96.87554168701172, 96.0303726196289, 101.95976257324219, 92.77914428710938, 91.58704376220703, 101.85020446777344], [111.33146667480469, 106.58724212646484, 99.45401763916016, 98.64381408691406, 103.50910186767578, 110.45903015136719, 96.86653900146484, 104.01434326171875, 89.96864318847656, 106.29386901855469]]"
graph_sage,10,"[[103.0001449584961, 81.78130340576172, 97.29716491699219, 96.30967712402344, 103.81205749511719, 81.69905853271484, 96.68711853027344, 93.51818084716797, 93.32035827636719, 107.8659439086914], [100.51997375488281, 99.88927459716797, 104.68576049804688, 103.60211181640625, 90.87020874023438, 93.39321899414062, 93.18521118164062, 97.76773834228516, 88.83802032470703, 96.83480834960938], [98.05307006835938, 88.52090454101562, 103.96308898925781, 72.23323059082031, 97.779296875, 101.6910629272461, 97.7345962524414, 104.26770782470703, 101.89654541015625, 91.58631134033203], [98.89585876464844, 105.66635131835938, 104.53881072998047, 92.78582000732422, 106.4614486694336, 101.2099380493164, 80.1082992553711, 92.48157501220703, 104.23403930664062, 101.35543060302734], [78.21928405761719, 87.76226806640625, 108.44635009765625, 91.64273834228516, 94.83822631835938, 117.931396484375, 90.71294403076172, 109.53782653808594, 89.61880493164062, 103.96504211425781], [96.09036254882812, 89.21483612060547, 104.61109924316406, 101.51765441894531, 91.70821380615234, 97.80317687988281, 94.20989227294922, 107.81214904785156, 90.33588409423828, 98.35006713867188], [86.46345520019531, 96.4720687866211, 97.41133117675781, 97.40099334716797, 98.13292694091797, 78.99794006347656, 86.61592864990234, 87.88951873779297, 106.06114959716797, 84.92842102050781], [102.67259979248047, 93.93701934814453, 85.27017211914062, 89.83740234375, 89.47393798828125, 80.26551055908203, 94.950927734375, 86.39441680908203, 98.38388061523438, 91.92442321777344], [104.00578308105469, 95.29454040527344, 96.86527252197266, 94.51744079589844, 104.29170227050781, 102.70732879638672, 94.31798553466797, 82.38058471679688, 87.90274047851562, 73.17491149902344], [92.56712341308594, 85.78218841552734, 87.42923736572266, 99.90070343017578, 98.02610778808594, 80.58113861083984, 86.0906753540039, 88.05908203125, 100.99108123779297, 91.59160614013672]]"
graph_sage,15,"[[70.10323333740234, 75.96775817871094, 80.27227783203125, 84.4508285522461, 47.98382568359375, 62.059043884277344, 67.74406433105469, 73.23193359375, 74.97821044921875, 65.54602813720703], [85.01854705810547, 74.38643646240234, 68.3958511352539, 92.07136535644531, 71.19869995117188, 77.77142333984375, 81.05760955810547, 76.23268127441406, 77.37739562988281, 91.91482543945312], [32.4266357421875, 54.9129524230957, 46.344608306884766, 33.862640380859375, 70.5513687133789, 45.571197509765625, 50.73651885986328, 39.067378997802734, 27.85365867614746, 64.16992950439453], [34.156654357910156, 54.05145263671875, 72.41039276123047, 59.15875244140625, 60.11740493774414, 56.559635162353516, 54.19667434692383, 56.8531379699707, 46.860286712646484, 45.972900390625], [71.38929748535156, 35.62178039550781, 26.5612735748291, 87.0008316040039, 47.592559814453125, 48.10342025756836, 63.0264778137207, 66.5527572631836, 50.05779266357422, 60.907623291015625], [70.26144409179688, 96.83497619628906, 59.66264724731445, 80.7760238647461, 76.16078186035156, 95.90731048583984, 64.57240295410156, 73.55928802490234, 73.97492980957031, 72.8553466796875], [77.61397552490234, 50.20188903808594, 65.4336929321289, 53.30879592895508, 63.001068115234375, 75.4732894897461, 45.830326080322266, 50.985958099365234, 53.10664367675781, 59.018062591552734], [48.797794342041016, 63.50518035888672, 57.1672477722168, 58.5582160949707, 58.097084045410156, 46.937652587890625, 28.194805145263672, 32.32884216308594, 41.745933532714844, 66.32357025146484], [103.0942611694336, 91.43125915527344, 60.885501861572266, 83.44438171386719, 90.66067504882812, 81.94178771972656, 81.68572998046875, 88.5880355834961, 83.13180541992188, 92.13209533691406], [86.88914489746094, 89.2526626586914, 75.02455139160156, 65.92906188964844, 102.72940063476562, 97.4682846069336, 94.28465270996094, 72.47635650634766, 85.932373046875, 98.24052429199219]]"
graph_sage,20,"[[82.18400573730469, 79.02470397949219, 65.24420166015625, 74.65298461914062, 62.270233154296875, 83.3814697265625, 59.052467346191406, 79.27556610107422, 74.3066177368164, 80.76188659667969], [65.77371215820312, 56.18111801147461, 62.79833984375, 73.07832336425781, 69.19566345214844, 67.16100311279297, 32.520164489746094, 88.28312683105469, 81.04434967041016, 53.15662384033203], [48.48400115966797, 48.30036163330078, 55.191062927246094, 57.59861373901367, 62.700889587402344, 68.79164123535156, 62.293800354003906, 77.05945587158203, 71.7446060180664, 65.79778289794922], [49.94826889038086, 46.993350982666016, 62.105533599853516, 57.250885009765625, 64.15418243408203, 62.415706634521484, 66.04183197021484, 64.6071548461914, 51.166866302490234, 52.51300048828125], [72.15939331054688, 86.32778930664062, 91.62569427490234, 76.9044418334961, 68.25544738769531, 75.98577117919922, 88.17739868164062, 81.21939849853516, 76.57513427734375, 103.32112121582031], [59.2470703125, 78.01649475097656, 71.12870788574219, 74.13673400878906, 64.88465881347656, 63.21697998046875, 55.96170425415039, 70.85244750976562, 82.01454162597656, 59.58972930908203], [97.7425308227539, 56.569679260253906, 62.158607482910156, 43.881980895996094, 67.98678588867188, 40.696983337402344, 63.93829345703125, 63.808204650878906, 68.56668090820312, 59.33380889892578], [78.68699645996094, 72.34187316894531, 88.03253936767578, 71.46665954589844, 72.35884857177734, 80.03849029541016, 78.03871154785156, 50.213462829589844, 60.598365783691406, 84.19754791259766], [62.10087203979492, 60.569236755371094, 73.05591583251953, 70.82193756103516, 89.52426147460938, 55.48286437988281, 66.10382080078125, 73.48297119140625, 50.13665008544922, 59.939666748046875], [40.23674392700195, 65.18941497802734, 63.01536560058594, 62.16974639892578, 64.39900970458984, 34.93523406982422, 56.5143928527832, 55.03196716308594, 60.08823013305664, 62.27884292602539]]"
