strategy,agents,rewards
mlp_global,10,"[[93.20069885253906, 100.87939453125, 87.37360382080078, 91.88993835449219, 75.08404541015625, 78.08150482177734, 102.04399108886719, 92.12428283691406, 82.6508560180664, 94.30928802490234], [109.31968688964844, 95.70188903808594, 110.58273315429688, 104.50276947021484, 105.55947875976562, 107.90000915527344, 99.91275024414062, 107.99859619140625, 95.20035552978516, 94.96837615966797], [97.85135650634766, 91.00880432128906, 92.29331970214844, 99.67422485351562, 85.6441421508789, 92.98188781738281, 96.81796264648438, 102.92189025878906, 91.14839935302734, 82.22599792480469], [98.54468536376953, 101.93328857421875, 100.08161163330078, 89.44186401367188, 80.83402252197266, 108.52835083007812, 91.2325439453125, 94.39310455322266, 89.44498443603516, 92.9094009399414], [89.23485565185547, 91.01097106933594, 105.85089111328125, 88.16460418701172, 85.51625061035156, 98.42243957519531, 85.4248275756836, 88.31194305419922, 82.26372528076172, 80.4327621459961], [81.42138671875, 86.57294464111328, 86.19774627685547, 85.80249786376953, 77.12981414794922, 101.42166900634766, 95.61017608642578, 85.07007598876953, 79.61144256591797, 92.05936431884766], [95.57060241699219, 92.09757995605469, 97.63604736328125, 100.86389923095703, 92.25176239013672, 93.4078598022461, 98.82672882080078, 95.30233764648438, 102.51361083984375, 96.06343841552734], [112.54071807861328, 95.80489349365234, 93.17253875732422, 96.15583038330078, 85.777587890625, 101.91162109375, 100.59548950195312, 94.6546859741211, 91.82553100585938, 85.01441192626953], [102.2581787109375, 89.29309844970703, 104.09529876708984, 97.36210632324219, 99.70623779296875, 88.2555160522461, 98.73146057128906, 98.916259765625, 97.9677734375, 96.06233978271484], [86.1943588256836, 77.66424560546875, 80.21037292480469, 82.4071273803711, 86.51133728027344, 85.9802017211914, 83.36836242675781, 89.12818908691406, 91.11942291259766, 85.07534790039062]]"
mlp_global,20,"[[60.294219970703125, 57.65018081665039, 60.249935150146484, 44.86896896362305, 62.952083587646484, 52.82981491088867, 47.138038635253906, 44.44009017944336, 59.3503532409668, 61.44392395019531], [59.31150436401367, 65.58761596679688, 59.77135467529297, 45.6308708190918, 50.61603546142578, 59.160240173339844, 57.20537185668945, 30.679222106933594, 43.75453186035156, 80.09346008300781], [60.1104621887207, 74.25090026855469, 75.31842803955078, 85.45209503173828, 82.24893188476562, 66.50025177001953, 69.00238800048828, 69.33792877197266, 91.16263580322266, 84.2645492553711], [42.38494873046875, 67.70669555664062, 57.76692199707031, 58.910308837890625, 69.40536499023438, 55.211151123046875, 41.826419830322266, 45.77464294433594, 85.76273345947266, 59.930938720703125], [45.38832092285156, 52.04227066040039, 20.78487205505371, 65.05915069580078, 40.58457946777344, 42.94805908203125, 41.71144485473633, 36.91584396362305, 31.127695083618164, 41.84928894042969], [50.59221267700195, 71.23805236816406, 49.12593078613281, 54.931339263916016, 64.30988311767578, 45.81419372558594, 70.7837142944336, 50.93159866333008, 60.829978942871094, 72.60385131835938], [71.43018341064453, 47.467445373535156, 46.96087646484375, 60.55345153808594, 52.82715606689453, 52.64943313598633, 59.7078971862793, 44.269649505615234, 39.37345504760742, 52.14083480834961], [33.46048355102539, 61.75331497192383, 52.99477767944336, 57.999298095703125, 53.82453536987305, 62.85630798339844, 57.99959182739258, 45.32149124145508, 64.04463958740234, 67.35913848876953], [66.6630859375, 71.77619171142578, 63.333045959472656, 81.3753662109375, 65.8360366821289, 64.74321746826172, 105.28446960449219, 76.67855834960938, 69.04415893554688, 74.0399169921875], [26.137542724609375, 54.48978042602539, 51.49076843261719, 37.94801712036133, 40.90370559692383, 43.54036331176758, 32.47517395019531, 49.53078842163086, 38.61827850341797, 55.550743103027344]]"
graph_sage,5,"[[46.77926254272461, 29.288785934448242, 44.29466247558594, 36.44333267211914, 36.8747673034668, 35.1086540222168, 58.8004035949707, 39.85235595703125, 42.97434997558594, 40.62758255004883], [49.952213287353516, 44.086341857910156, 53.25310516357422, 45.238040924072266, 48.525577545166016, 46.2662239074707, 56.90568161010742, 49.33473205566406, 47.2772216796875, 47.27381896972656], [62.238975524902344, 59.46376419067383, 58.993202209472656, 58.4711799621582, 64.1539535522461, 58.3630485534668, 57.67915344238281, 62.04168701171875, 72.19882202148438, 48.86982727050781], [70.9837875366211, 77.0409927368164, 79.07854461669922, 56.200382232666016, 69.20128631591797, 61.83143997192383, 67.8076171875, 84.86380004882812, 78.25608825683594, 71.94294738769531], [64.12700653076172, 68.01936340332031, 65.91993713378906, 66.6316146850586, 57.27263641357422, 72.60932159423828, 64.44242858886719, 63.118377685546875, 65.32979583740234, 56.91551971435547], [65.39875030517578, 73.40510559082031, 81.4701919555664, 61.07175827026367, 71.4879150390625, 65.24857330322266, 93.33392333984375, 64.76013946533203, 68.72447967529297, 57.42402267456055], [71.44375610351562, 74.2210693359375, 63.040122985839844, 76.29812622070312, 69.7564926147461, 66.68529510498047, 66.55801391601562, 68.1914291381836, 61.10675048828125, 54.49644470214844], [64.10521697998047, 62.2939567565918, 65.89815521240234, 58.449317932128906, 70.70763397216797, 63.48761749267578, 36.84299087524414, 64.41885375976562, 58.05905532836914, 70.46385192871094], [33.46954345703125, 35.97845458984375, 46.253456115722656, 39.15135955810547, 39.06981658935547, 38.35915756225586, 48.94941711425781, 36.49221420288086, 39.52424621582031, 16.08915138244629], [14.904845237731934, 15.386110305786133, 10.746110916137695, 9.975065231323242, 15.647257804870605, 11.901921272277832, 16.633329391479492, 13.0835542678833, 13.005105972290039, 12.18627643585205]]"
graph_sage,10,"[[74.74410247802734, 76.67406463623047, 81.64188385009766, 72.82249450683594, 74.88594055175781, 77.91203308105469, 70.75281524658203, 69.49268341064453, 64.73458862304688, 78.04534149169922], [83.10376739501953, 81.21471405029297, 96.70487213134766, 77.91938781738281, 85.07118225097656, 87.36312103271484, 95.46167755126953, 84.37115478515625, 77.24481964111328, 87.61544036865234], [93.65435791015625, 89.71432495117188, 95.20519256591797, 94.54214477539062, 90.06809997558594, 89.89175415039062, 82.51100158691406, 82.07633972167969, 99.818115234375, 101.13155364990234], [84.7494888305664, 81.78571319580078, 84.0691909790039, 90.20240783691406, 87.86676025390625, 67.73872375488281, 105.45919036865234, 74.98341369628906, 95.49695587158203, 76.95722198486328], [85.64424133300781, 90.556884765625, 86.3466796875, 74.88145446777344, 78.1771469116211, 95.06209564208984, 99.25149536132812, 80.33363342285156, 84.91212463378906, 104.64775085449219], [81.24225616455078, 69.21394348144531, 91.44365692138672, 87.18335723876953, 92.5180892944336, 86.34918212890625, 95.04495239257812, 82.94009399414062, 104.62416076660156, 91.2814712524414], [93.55024719238281, 98.978271484375, 97.35136413574219, 100.08128356933594, 98.87199401855469, 106.15386962890625, 102.29694366455078, 105.65923309326172, 85.65945434570312, 104.02570343017578], [103.56552124023438, 106.5420150756836, 96.18460845947266, 93.00567626953125, 81.98960876464844, 106.10462188720703, 100.86234283447266, 103.45673370361328, 101.32138061523438, 102.98580169677734], [84.32913208007812, 66.85099029541016, 66.89237976074219, 66.55658721923828, 66.21052551269531, 73.98490142822266, 63.623695373535156, 69.60309600830078, 75.21768951416016, 58.65141677856445], [61.556861877441406, 51.309871673583984, 54.87940216064453, 56.15460205078125, 48.174747467041016, 49.05764389038086, 61.10384750366211, 53.32585144042969, 68.83101654052734, 57.103660583496094]]"
graph_sage,20,"[[57.19423294067383, 53.593536376953125, 49.69056701660156, 39.007347106933594, 33.13190841674805, 71.4439926147461, 50.33802032470703, 67.76014709472656, 63.50849151611328, 40.89164733886719], [61.22494888305664, 72.23162841796875, 70.42659759521484, 60.419795989990234, 39.353336334228516, 27.65856170654297, 67.51789855957031, 59.991783142089844, 54.88566970825195, 58.78950500488281], [60.38246154785156, 57.131534576416016, 49.01884078979492, 76.9049301147461, 52.884910583496094, 72.3423843383789, 44.56578826904297, 66.30070495605469, 59.17967987060547, 74.45084381103516], [36.352256774902344, 56.53208923339844, 41.856224060058594, 37.084171295166016, 72.84835815429688, 49.82156753540039, 34.127235412597656, 46.27876281738281, 30.468013763427734, 46.86366653442383], [45.02009963989258, 57.066165924072266, 47.810455322265625, 53.23850631713867, 58.678775787353516, 66.84048461914062, 65.9624252319336, 59.3582763671875, 46.53048324584961, 54.37202453613281], [55.59022903442383, 51.42153549194336, 51.312713623046875, 55.56072235107422, 69.9994125366211, 49.23370361328125, 55.27205276489258, 44.529388427734375, 54.566192626953125, 55.556671142578125], [92.20307159423828, 78.5386962890625, 72.70127868652344, 66.72907257080078, 82.74543762207031, 63.96407699584961, 73.85314178466797, 63.76188659667969, 72.59996032714844, 86.72866821289062], [27.464994430541992, 56.11346435546875, 44.582035064697266, 80.88743591308594, 54.678443908691406, 52.93262481689453, 43.821441650390625, 41.314552307128906, 68.78547668457031, 54.35719680786133], [38.07956314086914, 49.378807067871094, 31.850189208984375, 39.50026321411133, 32.136817932128906, 37.86320114135742, 42.97502136230469, 15.331695556640625, 40.887577056884766, 58.73765563964844], [45.28643798828125, 66.5897216796875, 65.96043395996094, 61.971614837646484, 61.38148498535156, 49.57062911987305, 65.16188049316406, 72.47329711914062, 56.702064514160156, 61.671424865722656]]"
graph_gat,5,"[[57.39291763305664, 66.84664154052734, 56.69619369506836, 63.60080337524414, 73.48707580566406, 53.992488861083984, 56.3228645324707, 74.86491394042969, 69.5499038696289, 54.24265670776367], [72.78643798828125, 62.54979705810547, 63.22026062011719, 68.13480377197266, 56.192501068115234, 56.12752151489258, 67.26909637451172, 62.09008026123047, 63.70785140991211, 56.20751953125], [41.605804443359375, 46.13002014160156, 33.420372009277344, 40.4521598815918, 35.14371109008789, 46.13408279418945, 37.23542022705078, 36.36110305786133, 44.39253234863281, 34.494293212890625], [53.925819396972656, 65.66981506347656, 57.44872283935547, 58.78549575805664, 70.23562622070312, 54.4649658203125, 62.47663879394531, 61.81265640258789, 63.92267990112305, 61.82538986206055], [67.58358001708984, 65.38612365722656, 59.2065315246582, 67.68135070800781, 67.14656829833984, 71.83485412597656, 53.88810348510742, 75.7399673461914, 58.7617073059082, 67.62319946289062], [28.79033851623535, 39.02592086791992, 40.353458404541016, 32.592777252197266, 25.80558204650879, 35.52961730957031, 36.84519577026367, 37.77040100097656, 22.519437789916992, 25.216890335083008], [43.21652603149414, 50.27504348754883, 44.834381103515625, 51.013607025146484, 44.33832931518555, 49.29256057739258, 53.12222671508789, 57.11491012573242, 42.936676025390625, 51.20003128051758], [56.905765533447266, 51.01890563964844, 48.683109283447266, 52.70641326904297, 61.18436050415039, 64.14593505859375, 60.345638275146484, 52.4176139831543, 59.66519546508789, 53.82905197143555], [49.94703674316406, 42.63178253173828, 43.1557502746582, 46.75852966308594, 41.79179000854492, 40.583526611328125, 37.984893798828125, 52.238773345947266, 36.1286735534668, 42.61264419555664], [53.001792907714844, 45.211490631103516, 41.31221389770508, 51.61121368408203, 41.04637908935547, 45.8641242980957, 60.613853454589844, 35.70764923095703, 34.62278747558594, 38.16872024536133]]"
graph_gat,10,"[[89.00764465332031, 79.40362548828125, 97.86972045898438, 70.32351684570312, 85.50888061523438, 84.23946380615234, 78.27391815185547, 78.39321899414062, 99.26728820800781, 91.45542907714844], [69.5555419921875, 81.60047149658203, 87.1697998046875, 66.55155181884766, 80.62346649169922, 80.126708984375, 92.5211181640625, 94.93575286865234, 78.05844116210938, 74.18681335449219], [85.55146789550781, 77.60944366455078, 82.9076156616211, 83.66468811035156, 84.46051788330078, 74.48509216308594, 85.99385070800781, 82.50523376464844, 88.77911376953125, 91.1270980834961], [94.69718933105469, 92.80955505371094, 92.83639526367188, 81.53590393066406, 93.38443756103516, 89.32003021240234, 85.24801635742188, 81.7987289428711, 89.55764770507812, 92.85429382324219], [87.08941650390625, 82.55315399169922, 81.83232116699219, 69.8573989868164, 77.87984466552734, 103.2994384765625, 102.66194152832031, 75.11611938476562, 101.40441131591797, 86.39065551757812], [70.57723236083984, 74.24011993408203, 89.6801986694336, 83.236328125, 81.25326538085938, 79.37024688720703, 82.08441162109375, 78.25776672363281, 80.37918090820312, 83.26673889160156], [83.68730163574219, 81.31758117675781, 97.43099975585938, 87.5934829711914, 88.35824584960938, 91.2451400756836, 89.93490600585938, 83.91934967041016, 80.24951934814453, 95.29647827148438], [92.90562438964844, 76.3321762084961, 75.00564575195312, 78.53768157958984, 83.28462219238281, 88.13548278808594, 83.13172149658203, 79.30795288085938, 83.1165771484375, 79.03150177001953], [86.43817901611328, 81.9027099609375, 88.48648071289062, 67.7963638305664, 79.52721405029297, 76.99315643310547, 82.029052734375, 81.75875091552734, 74.5029067993164, 85.68281555175781], [79.82078552246094, 70.66349029541016, 74.08507537841797, 63.928157806396484, 74.94771575927734, 70.47579956054688, 68.52591705322266, 85.17483520507812, 73.54155731201172, 86.77973937988281]]"
graph_gat,20,"[[37.2038459777832, 43.361934661865234, 30.29876708984375, 63.79292678833008, 53.38397216796875, 59.091217041015625, 65.44210815429688, 62.57329559326172, 30.01471710205078, 38.744529724121094], [56.13884353637695, 70.41177368164062, 63.946617126464844, 43.42533493041992, 56.908203125, 43.44992446899414, 35.08308410644531, 58.8369140625, 39.417667388916016, 64.02779388427734], [66.38737487792969, 63.007755279541016, 71.61319732666016, 66.41835021972656, 78.18982696533203, 80.659423828125, 78.2650375366211, 71.54071044921875, 70.39507293701172, 70.07536315917969], [68.1278076171875, 94.51438903808594, 94.88866424560547, 79.5068359375, 74.70587158203125, 92.18370819091797, 60.250301361083984, 74.29714965820312, 75.53311920166016, 78.95486450195312], [33.19060516357422, 33.05354690551758, 34.005550384521484, 50.92570877075195, 26.71738052368164, 35.66652297973633, 51.692726135253906, 43.426727294921875, 58.49600601196289, 47.036842346191406], [60.05982971191406, 89.37299346923828, 75.31634521484375, 83.31680297851562, 86.93792724609375, 70.70301055908203, 57.621036529541016, 64.97598266601562, 78.02446746826172, 51.898216247558594], [79.95076751708984, 72.59459686279297, 74.04795837402344, 76.16870880126953, 73.60442352294922, 72.72875213623047, 65.37076568603516, 91.33961486816406, 72.78921508789062, 59.36198806762695], [49.106666564941406, 48.551387786865234, 59.825531005859375, 55.65462112426758, 50.106239318847656, 72.33770751953125, 50.25558090209961, 49.80959701538086, 55.052101135253906, 55.22279357910156], [76.3438949584961, 56.77910232543945, 44.30925750732422, 46.53107833862305, 72.16089630126953, 52.16846466064453, 67.53058624267578, 53.38474655151367, 54.726341247558594, 52.74421691894531], [79.7993392944336, 78.94095611572266, 84.08043670654297, 76.73963165283203, 60.812400817871094, 77.37947082519531, 62.9007568359375, 76.89718627929688, 79.0571060180664, 81.52754974365234]]"
graph_gat_v2,5,"[[67.33143615722656, 67.91764831542969, 81.05489349365234, 73.04379272460938, 86.36912536621094, 69.13044738769531, 74.42108917236328, 86.0184555053711, 63.88641357421875, 71.51934814453125], [50.84355926513672, 45.02656936645508, 40.68178176879883, 40.229000091552734, 35.34976577758789, 30.860868453979492, 40.49191665649414, 43.18963623046875, 45.77458953857422, 36.52104187011719], [61.37641906738281, 45.47736358642578, 50.93695831298828, 58.85755157470703, 46.290428161621094, 42.643497467041016, 50.93962478637695, 47.447444915771484, 48.30568313598633, 57.33485412597656], [38.117645263671875, 41.85564422607422, 48.074806213378906, 48.02482223510742, 40.671913146972656, 38.593170166015625, 43.02860641479492, 40.3787956237793, 40.525264739990234, 45.55747985839844], [61.20453643798828, 63.56843566894531, 63.00196075439453, 67.50199127197266, 70.80870056152344, 58.58760070800781, 53.44154357910156, 56.15800094604492, 57.741424560546875, 52.710960388183594], [73.378662109375, 73.03744506835938, 77.79130554199219, 76.4701919555664, 74.16642761230469, 77.67102813720703, 76.72850036621094, 62.70090866088867, 73.1388931274414, 73.09426879882812], [65.80723571777344, 57.72351837158203, 47.50376892089844, 48.939510345458984, 57.80615997314453, 63.58852767944336, 51.04979705810547, 41.645782470703125, 63.587284088134766, 70.48676300048828], [25.594327926635742, 29.034019470214844, 28.351144790649414, 35.90925216674805, 27.14288330078125, 19.252241134643555, 33.904972076416016, 16.91642189025879, 38.66514205932617, 32.310543060302734], [49.00640869140625, 49.753570556640625, 38.05259323120117, 41.871219635009766, 42.60628890991211, 45.43992233276367, 49.033058166503906, 43.12748336791992, 49.29265213012695, 34.22697448730469], [37.31218338012695, 46.200965881347656, 38.779850006103516, 36.95462417602539, 42.546817779541016, 39.99603271484375, 41.468204498291016, 33.12265396118164, 40.58439636230469, 36.929718017578125]]"
graph_gat_v2,10,"[[84.46966552734375, 89.99642181396484, 81.3447036743164, 96.11925506591797, 97.30135345458984, 76.60933685302734, 84.52714538574219, 89.3727798461914, 91.70951843261719, 88.00202178955078], [69.28532409667969, 64.31493377685547, 76.49728393554688, 79.2118911743164, 78.54405975341797, 72.41122436523438, 77.47901916503906, 74.32947540283203, 75.06976318359375, 75.73680877685547], [76.64568328857422, 78.5512924194336, 79.33626556396484, 73.02741241455078, 72.44857025146484, 68.0361557006836, 82.69715881347656, 70.3613510131836, 76.80352783203125, 68.09200286865234], [81.84236907958984, 80.37583923339844, 64.92935180664062, 62.887020111083984, 64.91260528564453, 93.17266845703125, 68.00765991210938, 77.86009216308594, 78.99027252197266, 80.38036346435547], [77.75672149658203, 88.42034149169922, 79.89717102050781, 76.37175750732422, 85.60677337646484, 68.0951919555664, 80.2778091430664, 76.09803009033203, 87.30351257324219, 78.7138900756836], [88.27069091796875, 83.76248931884766, 102.19833374023438, 89.78955841064453, 102.33290100097656, 96.47122955322266, 95.0584945678711, 107.70441436767578, 114.03923034667969, 89.47481536865234], [70.18734741210938, 84.05997467041016, 99.54657745361328, 87.6077880859375, 97.11629486083984, 88.80265045166016, 87.35273742675781, 84.00099182128906, 79.5939712524414, 94.65276336669922], [73.55332946777344, 60.4198112487793, 55.040252685546875, 54.35128402709961, 60.27102279663086, 63.93535614013672, 50.58231735229492, 51.57917022705078, 57.862159729003906, 55.92448425292969], [89.4404296875, 70.9691390991211, 68.9604721069336, 71.29228210449219, 75.64228820800781, 71.33645629882812, 74.03650665283203, 77.16321563720703, 70.70133209228516, 79.67720794677734], [75.79252624511719, 67.21207427978516, 72.81523132324219, 78.53202056884766, 69.98814392089844, 70.1971206665039, 73.23344421386719, 71.5183334350586, 77.94439697265625, 75.98848724365234]]"
graph_gat_v2,20,"[[61.382415771484375, 46.11149597167969, 47.749061584472656, 59.80705642700195, 57.54426193237305, 33.34257125854492, 48.52619171142578, 48.78866195678711, 49.88128662109375, 25.525802612304688], [70.52120971679688, 79.32493591308594, 74.95947265625, 77.49454498291016, 83.29148864746094, 62.810935974121094, 60.732276916503906, 67.29534149169922, 64.73876190185547, 74.45856475830078], [57.54890441894531, 70.09500122070312, 69.55464172363281, 57.707584381103516, 71.74295043945312, 79.5892105102539, 73.91590118408203, 76.6987533569336, 79.47681427001953, 59.10529327392578], [54.39938735961914, 33.02140808105469, 37.547691345214844, 48.56417465209961, 60.79874801635742, 48.64507293701172, 48.71045684814453, 47.673397064208984, 52.47333526611328, 43.417198181152344], [61.29731750488281, 66.23214721679688, 58.242244720458984, 58.95278549194336, 42.01570129394531, 53.086334228515625, 64.81935119628906, 47.474525451660156, 65.46926879882812, 38.17223358154297], [68.33263397216797, 53.20053482055664, 40.328025817871094, 44.7907600402832, 47.944190979003906, 57.798362731933594, 34.64906692504883, 56.56985092163086, 43.86971664428711, 53.31743621826172], [69.34800720214844, 42.225772857666016, 73.47103881835938, 50.01643753051758, 76.05875396728516, 77.02533721923828, 62.189796447753906, 51.8460578918457, 75.43331909179688, 52.952327728271484], [47.46521759033203, 54.67301940917969, 58.53386306762695, 57.195716857910156, 68.72640228271484, 51.56547546386719, 60.332271575927734, 34.38515090942383, 65.66722106933594, 62.8398323059082], [74.68846130371094, 56.59945297241211, 57.45546340942383, 46.812564849853516, 52.62575912475586, 57.359310150146484, 70.2044906616211, 65.94804382324219, 52.84292984008789, 55.77067184448242], [43.718544006347656, 41.810707092285156, 54.04316329956055, 58.77880859375, 53.300132751464844, 42.375064849853516, 40.519386291503906, 43.9079704284668, 56.795677185058594, 49.98930740356445]]"
set_transformer_inv,5,"[[83.10580444335938, 84.35492706298828, 84.45308685302734, 74.86259460449219, 92.86135864257812, 77.9347152709961, 76.56607818603516, 89.85936737060547, 88.98159790039062, 79.717041015625], [91.91571807861328, 87.55323028564453, 76.7937240600586, 82.93878173828125, 83.1220703125, 85.56604766845703, 98.2455825805664, 87.53899383544922, 80.29041290283203, 84.06000518798828], [100.04357147216797, 86.8850326538086, 95.38890838623047, 90.70783996582031, 87.11225128173828, 77.06340026855469, 89.74038696289062, 94.29890441894531, 79.19889068603516, 95.89810180664062], [62.94696044921875, 82.00492095947266, 72.0648193359375, 74.61258697509766, 71.1073989868164, 77.07198333740234, 72.93587493896484, 54.1257209777832, 77.51235961914062, 73.73999786376953], [77.91394805908203, 73.95714569091797, 83.11990356445312, 86.94977569580078, 83.05632019042969, 81.21543884277344, 87.88874816894531, 72.01249694824219, 74.72367858886719, 74.90125274658203], [75.44358825683594, 75.62773132324219, 75.76839447021484, 79.07051849365234, 75.7737808227539, 68.16179656982422, 81.16255187988281, 82.19152069091797, 74.74708557128906, 84.16619110107422], [85.21151733398438, 95.79792022705078, 81.87068176269531, 80.80386352539062, 81.17758178710938, 77.65312957763672, 83.42219543457031, 68.56922912597656, 80.82394409179688, 76.62935638427734], [77.0132064819336, 75.74247741699219, 80.36182403564453, 78.89781188964844, 68.74311065673828, 79.7885971069336, 77.66368865966797, 81.42384338378906, 79.31918334960938, 72.69253540039062], [98.16655731201172, 84.03621673583984, 82.5329818725586, 88.11503601074219, 81.5797119140625, 84.85420227050781, 77.7503433227539, 86.13985443115234, 81.00152587890625, 77.852783203125], [91.30314636230469, 72.01190185546875, 75.19004821777344, 72.81441497802734, 89.74156188964844, 78.77033233642578, 74.17500305175781, 74.23619079589844, 81.01968383789062, 86.7712631225586]]"
set_transformer_inv,10,"[[101.30638122558594, 112.216064453125, 96.03339385986328, 109.65251159667969, 100.02944946289062, 109.7070541381836, 106.18700408935547, 95.30618286132812, 95.2809066772461, 108.66426086425781], [107.70059967041016, 104.24027252197266, 106.88872528076172, 107.80389404296875, 114.7459487915039, 101.50897216796875, 111.2025375366211, 94.0835189819336, 110.0083236694336, 97.87106323242188], [102.2089614868164, 93.33024597167969, 98.45439147949219, 82.86457824707031, 96.10570526123047, 100.59951782226562, 99.68846130371094, 97.39600372314453, 99.57789611816406, 89.01701354980469], [92.58440399169922, 107.86978149414062, 102.09369659423828, 99.56704711914062, 93.27335357666016, 89.50695037841797, 86.30731964111328, 83.37092590332031, 96.3597640991211, 101.23912811279297], [86.65128326416016, 99.7376480102539, 103.57703399658203, 91.85308074951172, 92.41222381591797, 104.35114288330078, 89.75540161132812, 87.94100189208984, 93.27362823486328, 89.85218811035156], [84.1382064819336, 82.85363006591797, 88.8256607055664, 93.93379974365234, 85.94799041748047, 96.0260009765625, 90.57996368408203, 90.8481674194336, 84.45286560058594, 85.67412567138672], [92.53288269042969, 93.5226058959961, 105.2597885131836, 104.93598937988281, 98.15898132324219, 104.09092712402344, 99.33084869384766, 92.02105712890625, 102.405517578125, 103.9660415649414], [112.80302429199219, 96.05793762207031, 94.92829132080078, 95.4157943725586, 101.7916259765625, 98.27393341064453, 106.78092193603516, 103.81660461425781, 91.53260040283203, 102.00210571289062], [112.94923400878906, 102.36207580566406, 98.88582611083984, 99.71902465820312, 101.16248321533203, 114.4780044555664, 96.17912292480469, 97.62732696533203, 102.53204345703125, 98.77670288085938], [89.91320037841797, 96.02796936035156, 95.6336441040039, 89.5381088256836, 88.38837432861328, 83.93065643310547, 92.9579849243164, 87.27671813964844, 92.61817169189453, 85.74471282958984]]"
set_transformer_inv,20,"[[75.31909942626953, 70.74494934082031, 77.52488708496094, 55.57735061645508, 50.3306999206543, 93.58599853515625, 84.78502655029297, 51.13154220581055, 76.90460205078125, 66.57426452636719], [61.030338287353516, 69.88291931152344, 67.07782745361328, 64.29634857177734, 59.85013961791992, 62.61421203613281, 40.91756057739258, 73.91008758544922, 65.71136474609375, 61.94782638549805], [52.5344352722168, 64.44237518310547, 59.10417175292969, 77.48372650146484, 71.89585876464844, 49.623477935791016, 60.17860794067383, 60.68128967285156, 65.50220489501953, 58.58334732055664], [51.27747344970703, 71.9400634765625, 61.33015441894531, 65.75072479248047, 64.2365493774414, 59.7086067199707, 52.24140167236328, 56.839256286621094, 66.2750244140625, 71.81031036376953], [58.71468734741211, 72.9840316772461, 77.45812225341797, 63.872291564941406, 49.60545349121094, 46.48551940917969, 70.19110107421875, 51.66842269897461, 71.75434875488281, 55.2581901550293], [70.76021575927734, 85.88909149169922, 78.61454772949219, 73.73895263671875, 82.17820739746094, 92.61377716064453, 74.05955505371094, 77.78815460205078, 71.34680938720703, 78.62223815917969], [110.3130111694336, 69.70569610595703, 76.77630615234375, 70.5045166015625, 77.43135070800781, 66.50357818603516, 83.2275390625, 83.33741760253906, 61.17512512207031, 85.36714935302734], [34.3568115234375, 53.58110046386719, 51.3608512878418, 58.80875778198242, 91.8594970703125, 53.48052215576172, 45.10075378417969, 51.76588439941406, 46.53226089477539, 71.55204772949219], [67.72575378417969, 64.75389099121094, 64.35659790039062, 74.43888092041016, 75.26055145263672, 61.141517639160156, 69.93582153320312, 55.86351013183594, 49.301368713378906, 70.52959442138672], [33.632591247558594, 47.48789596557617, 50.531463623046875, 37.78873062133789, 46.368316650390625, 8.880107879638672, 51.77103805541992, 42.169647216796875, 43.659202575683594, 42.530635833740234]]"
sab_transformer,5,"[[88.03168487548828, 85.02508544921875, 82.37750244140625, 81.32361602783203, 102.08476257324219, 90.58270263671875, 81.20596313476562, 97.79579162597656, 92.66980743408203, 93.22526550292969], [64.24542236328125, 62.52116775512695, 50.588714599609375, 60.16340255737305, 49.683616638183594, 65.89227294921875, 62.281761169433594, 56.84890365600586, 72.49534606933594, 67.10616302490234], [82.0688705444336, 76.24238586425781, 65.93916320800781, 76.40463256835938, 70.79259490966797, 76.02404022216797, 66.54711151123047, 84.95986938476562, 83.78531646728516, 78.1919937133789], [74.70223999023438, 82.3149185180664, 89.81639862060547, 87.91606140136719, 74.58810424804688, 71.54235076904297, 73.68669128417969, 76.51795196533203, 82.98527526855469, 77.6198501586914], [75.77452850341797, 74.0084228515625, 76.14352416992188, 89.019775390625, 88.10760498046875, 79.08311462402344, 82.10477447509766, 66.52747344970703, 67.29663848876953, 80.52460479736328], [91.97055053710938, 88.7211685180664, 89.9535903930664, 90.51298522949219, 93.92041778564453, 83.10973358154297, 86.16328430175781, 92.48102569580078, 75.23922729492188, 102.25489044189453], [93.73845672607422, 94.95094299316406, 86.79535675048828, 82.5337905883789, 89.25182342529297, 93.18995666503906, 91.91319274902344, 84.5584487915039, 89.23210144042969, 85.69549560546875], [64.36958312988281, 62.824371337890625, 61.82073974609375, 48.887081146240234, 55.04898452758789, 55.902008056640625, 72.14703369140625, 74.98697662353516, 70.66357421875, 71.38237762451172], [95.48326110839844, 81.90972137451172, 73.38809204101562, 82.4433822631836, 82.98933410644531, 86.39562225341797, 79.52159881591797, 72.39344024658203, 76.2529296875, 76.9684066772461], [64.5570297241211, 78.7232437133789, 72.78953552246094, 72.00015258789062, 78.84848022460938, 73.27384185791016, 81.91621398925781, 69.664306640625, 67.9297103881836, 74.74236297607422]]"
