name,config,kpi
n_agents = 5,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 5, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.0004575408283789553, 'inference_memory_usage': 0.0, 'loss': [3.405159459511439, 3.1595434923966725, 2.9618959446748097, 2.713074441750844, 2.740225400527318, 2.68568917910258, 2.6088274578253428, 2.4073748628298444, 2.1676977773507438, 2.0623508433500928, 1.6212630639473598, 1.3895767668883006, 1.3227739463249841, 1.4983378291130065, 1.451655708750089, 1.396130962173144, 1.1175195400913556, 1.0700473308563232, 0.7750435138742129, 0.623932366569837, 0.7139176577329636, 0.867001264790694, 1.0488502259055774, 0.862472074230512, 0.6519749144713084, 0.644036702811718, 0.5845226955910524, 0.18494803855816525, 0.30381939709186556, 0.17193921357393266, 0.31040768722693124, 0.41404541706045467, 0.581774282703797, 0.4589807117978732, 0.2993060161670049, 0.43221409171819686, 0.24825816402832668, 0.4924413777887821, 0.3186672106385231, 0.45481895953416823, 0.36707190399368606, 0.38464667002360026, 0.4826138637959957, 0.3034796175857385, 0.18770614961783091, 0.18837381651004156, 0.3762284003198147, 0.3878242790699005, 0.1887471169233322, 0.13448095420996348, -0.0664626399676005, -0.15433023621638617, -0.08573283751805623, -0.08891542255878448, -0.231525452931722, -0.3321192701657613, -0.33988906294107435, -0.36223075886567435, -0.5302433321873347, -0.41695582022269567, -0.5620198349157969, -0.520527150730292, -0.6392242928345998, -0.5264646897713343, -0.45970600297053654, -0.6448943138122558, -0.5796449363231659, -0.6827109351754188, -0.5349584743380547, -0.5889805048704148, -0.38176861057678857, -0.5642386813958485, -0.754649402697881, -0.672554669280847, -0.6702010457714399, -0.773532879849275, -0.41047216604153314, -0.6358512590328852, -0.6023997520407041, -0.9140732993682226], 'mean_rewards': [-10.440092086791992, -8.488885879516602, -7.057815074920654, -5.197174072265625, -4.71345853805542, -4.81691837310791, -4.528216361999512, -2.9186031818389893, 3.0835628509521484, 5.21523380279541, 11.497339248657227, 24.81124496459961, 26.81244468688965, 24.358327865600586, 24.008560180664062, 34.58156204223633, 39.256446838378906, 39.88832092285156, 48.2017707824707, 58.10808181762695, 58.34852981567383, 56.48604965209961, 57.333805084228516, 62.34663391113281, 58.165950775146484, 76.12738800048828, 72.39353942871094, 76.33374786376953, 82.26714324951172, 82.52552032470703, 93.7596435546875, 86.10592651367188, 84.14620971679688, 79.49111938476562, 89.45420837402344, 87.99964904785156, 95.14348602294922, 87.69662475585938, 90.85047912597656, 84.58635711669922, 97.09061431884766, 85.72888946533203, 88.18035888671875, 89.39024353027344, 87.2043228149414, 92.10725402832031, 95.2138900756836, 83.78364562988281, 96.8210678100586, 87.3613510131836, 96.81890869140625, 98.71736907958984, 94.48450469970703, 98.24903869628906, 89.75515747070312, 96.5991439819336, 92.95713806152344, 97.13629150390625, 101.0206298828125, 101.34992218017578, 101.32566833496094, 92.60335540771484, 103.51915740966797, 100.69947814941406, 99.521484375, 102.10974884033203, 102.84528350830078, 102.18099975585938, 101.0130615234375, 99.97833251953125, 97.97049713134766, 100.970703125, 99.52344512939453, 100.82821655273438, 105.1205062866211, 106.62181091308594, 104.1044692993164, 101.91230773925781, 100.73257446289062, 106.10822296142578], 'training_memory_usage': 0.0, 'training_time': 117.70250368118286, 'flops': 98.34, 'parameters': 70.94}"
n_agents = 10,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 10, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.0005955216872632204, 'inference_memory_usage': 0.0, 'loss': [3.168066249291102, 3.2145610630512236, 3.1286645849545796, 2.8884901622931163, 2.838373468319575, 2.563107474644979, 2.2716015676657357, 2.1631216446558637, 2.020793565114339, 1.878968706727028, 1.694532225529353, 1.6505659699440003, 1.6925934692223867, 1.5972048083941142, 1.4874843547741572, 1.4607962489128112, 1.8471866895755131, 1.479208344221115, 0.9903474057714144, 1.3152044673760732, 1.2105844393372536, 1.7034041533867519, 1.0185402423143386, 1.2917296171188355, 1.2348585238059362, 1.5133242348829905, 1.4232983907063803, 1.1677064379056294, 0.9877921774983406, 1.5577951441208522, 1.2250625014305114, 1.5749370117982229, 1.5108193824688594, 1.518787580728531, 1.4939041157563528, 1.470330818494161, 1.4241770575443904, 1.4700200468301774, 1.8290522714455923, 1.9174280722935995, 1.4965928177038827, 1.7118081470330557, 1.568699915210406, 1.5507701675097147, 1.6016173829634985, 1.734193171064059, 1.6947076221307118, 1.4314578821261723, 1.5423441231250763, 1.7494684368371964, 1.6347225854794185, 1.6091944068670272, 1.6965440760056179, 1.3796981687347094, 1.7063814451297123, 1.4844074487686156, 1.7667788535356521, 1.5838385721047719, 1.5253190219402313, 2.114756931861242, 1.9762725174427032, 1.8154513657093048, 1.8087704012791315, 1.2937456876039506, 1.8888261715571086, 1.4995990693569183, 1.1232911179463068, 1.5940264567732811, 1.5280482828617097, 1.1780600542823474, 1.1758474002281825, 1.3340366393327714, 1.2701672961314519, 0.9367114797234535, 1.3686375096440315, 1.59144739707311, 1.4037928382555644, 1.1516480083266893, 1.0153676941990852, 1.0872660587231318], 'mean_rewards': [-9.082987785339355, -9.243833541870117, -8.367782592773438, -7.643070697784424, -4.850474834442139, -0.49052438139915466, 1.5638267993927002, 7.702862739562988, 14.136075973510742, 7.747695446014404, 20.4185791015625, 16.766820907592773, 20.445646286010742, 21.3333683013916, 27.093551635742188, 35.96943283081055, 31.290802001953125, 31.46043586730957, 43.64841079711914, 59.42593765258789, 43.56008529663086, 53.370697021484375, 51.12626647949219, 66.94255828857422, 55.59990692138672, 61.88847732543945, 54.06779479980469, 66.93175506591797, 84.63531494140625, 75.87129974365234, 77.65392303466797, 83.92090606689453, 71.35346221923828, 79.97711181640625, 79.46626281738281, 83.42706298828125, 77.62553405761719, 84.51132202148438, 83.27779388427734, 76.07806396484375, 81.7277603149414, 79.18233489990234, 91.97370147705078, 90.97744750976562, 84.31810760498047, 90.37346649169922, 83.75707244873047, 89.37432098388672, 92.64726257324219, 76.13546752929688, 99.6056137084961, 92.36055755615234, 83.05494689941406, 86.8918685913086, 88.62040710449219, 87.4676284790039, 95.53705596923828, 95.33802795410156, 98.2049331665039, 99.50348663330078, 91.29837799072266, 102.06461334228516, 109.60386657714844, 97.83480072021484, 94.68630981445312, 79.65127563476562, 96.32701873779297, 93.83404541015625, 85.53321075439453, 101.1871566772461, 101.8503646850586, 101.76750183105469, 92.10803985595703, 101.49342346191406, 88.4377670288086, 100.7759780883789, 96.32252502441406, 93.28640747070312, 94.49325561523438, 98.55065155029297], 'training_memory_usage': 0.0, 'training_time': 279.3487639427185, 'flops': 185.32, 'parameters': 70.94}"
n_agents = 15,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 15, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.000591119929174682, 'inference_memory_usage': 0.0, 'loss': [2.6097735464572906, 2.66481502254804, 2.543563495079676, 2.6694328169027965, 2.4897665202617647, 2.4304059545199075, 2.1373874406019846, 2.07618228495121, 1.8256802350282668, 1.6791023333867392, 1.9228640884160995, 1.2810589601596196, 1.722492754459381, 1.3714632054169973, 1.7099215457836787, 1.8011424084504446, 1.5046033531427383, 1.743395917614301, 1.4748569031556447, 1.5571597655614218, 1.4020383884509404, 1.584044051170349, 1.5131677448749543, 1.2472450365622838, 1.6876493712266287, 1.4214453463753065, 1.440628671646118, 1.6082759886980056, 1.633714039127032, 1.5780491640170415, 1.7602079560359318, 1.6122587223847706, 1.6077173809210459, 1.951275936762492, 2.0658198654651643, 1.9668513029813766, 1.9497163106997808, 2.074917569756508, 2.1892070869604745, 2.0132217446962994, 1.9046332905689876, 2.0810060332218807, 1.875917512178421, 1.9216408828894298, 1.7557943056027094, 1.9376580139001212, 1.4960643966992697, 1.6626174767812094, 1.791249966621399, 1.8110314726829528, 2.1448746889829637, 2.1555044750372567, 1.8909158031145732, 1.744484414656957, 1.6515053977568945, 1.6805573840936026, 2.0573143750429153, 1.9061120708783468, 1.6206968019406, 1.625932738184929, 1.9689974198738733, 1.6821749448776244, 2.1425385723511376, 1.4990703910589218, 1.6944449504216512, 1.8066861828168232, 1.8871668457984925, 2.097404274344444, 1.7669529477755228, 1.5201591412226358, 1.636682030558586, 1.6129801541566848, 1.5647898495197297, 1.598421186208725, 1.5342575917641321, 1.2997816284497579, 1.5418457011381785, 1.6667680988709133, 1.5835011074940364, 1.7678333640098571], 'mean_rewards': [-0.5748898386955261, -2.3941850662231445, 0.9644676446914673, 0.8463202714920044, 4.9843292236328125, 7.339503765106201, 12.824702262878418, 14.491515159606934, 24.07621955871582, 30.90941619873047, 24.834667205810547, 38.16558074951172, 50.26985549926758, 36.5357551574707, 50.71685028076172, 45.468536376953125, 52.389671325683594, 60.50144958496094, 66.70372772216797, 79.8921890258789, 73.82296752929688, 84.90013885498047, 80.35211944580078, 91.39200592041016, 87.68295288085938, 90.6854476928711, 103.37967681884766, 97.6789321899414, 100.66919708251953, 97.87665557861328, 101.13262176513672, 108.76703643798828, 101.62264251708984, 99.23843383789062, 101.440185546875, 86.9171371459961, 106.17003631591797, 106.86355590820312, 88.43191528320312, 99.16065216064453, 103.034912109375, 98.0466079711914, 95.9340591430664, 102.6095199584961, 101.30297088623047, 91.45980072021484, 105.50679016113281, 102.71923065185547, 91.19783020019531, 102.91417694091797, 86.58224487304688, 74.15473937988281, 104.66509246826172, 89.07691192626953, 93.95628356933594, 107.0998306274414, 98.61091613769531, 79.46613311767578, 92.36389923095703, 85.26580047607422, 88.86872100830078, 81.15504455566406, 95.23467254638672, 94.87117767333984, 108.57810974121094, 103.52522277832031, 94.78775024414062, 96.18330383300781, 79.77474975585938, 93.84645080566406, 93.60189056396484, 94.21858215332031, 93.72078704833984, 95.16020202636719, 96.390625, 103.07134246826172, 82.29447174072266, 82.79154205322266, 95.30313110351562, 81.26346588134766], 'training_memory_usage': 0.0, 'training_time': 353.83769392967224, 'flops': 272.3, 'parameters': 70.94}"
n_agents = 20,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 20, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.0009145521039339766, 'inference_memory_usage': 0.0, 'loss': [2.661168122291565, 2.5835459808508556, 2.5030045568943025, 2.632246514161428, 2.674154609441757, 2.4542200605074567, 2.3289549430211385, 2.1283566544453305, 2.197881599267324, 2.037344428896904, 1.795469910899798, 1.8822689602772396, 2.2119926353295645, 2.220088381568591, 2.0683829615513485, 1.8256806095441183, 2.167382087310155, 2.07168132464091, 2.362175206343333, 1.9701913972695668, 2.013493560751279, 1.9493129541476568, 2.0091869860887526, 2.193763117988904, 1.9744737734397253, 2.390565892060598, 2.2147802740335463, 2.251750421524048, 2.054851710796356, 2.277047179142634, 1.9652775406837464, 1.9295317282279332, 2.0884390155474346, 1.9875015457471212, 2.178246365984281, 2.137641368309657, 2.183366546034813, 1.9447134882211685, 1.8575590431690217, 2.0333323727051416, 2.1516660124063494, 2.2387284994125367, 2.391287911931674, 2.1339878539244332, 2.206986304124196, 1.975838694969813, 2.1881733775138854, 2.442100199063619, 2.297224231561025, 2.514690804481506, 2.041825371980667, 2.459064891934395, 2.343907105922699, 2.4220673084259032, 2.3645126660664877, 2.1521419018507, 2.321956928571065, 2.4739066819349924, 2.0727013011773425, 2.010834049185117, 2.155367315808932, 2.521329615513484, 2.207835293809573, 2.065229517221451, 1.8043808917204538, 2.5577208081881206, 2.3574718703826267, 1.8915355692307154, 1.8975401053826013, 2.0629112889369328, 1.850791695713997, 1.8131894687811534, 2.0099765906731286, 1.8099906186262766, 1.4333229025204977, 1.963937947154045, 1.8663177410761516, 2.4245894889036816, 1.9790555745363236, 1.6462010264396667], 'mean_rewards': [0.42079412937164307, 1.4911386966705322, 5.130031108856201, 3.5337069034576416, 4.6230149269104, 11.394757270812988, 17.411344528198242, 19.936439514160156, 17.311063766479492, 32.60271072387695, 31.91910171508789, 38.69514465332031, 22.158994674682617, 27.799877166748047, 40.91429138183594, 42.8794059753418, 46.839813232421875, 48.46116638183594, 54.10354995727539, 48.39634323120117, 60.210750579833984, 68.15196228027344, 65.60476684570312, 66.46519470214844, 63.40357208251953, 60.95703887939453, 72.42769622802734, 73.92745208740234, 71.4393081665039, 67.07440948486328, 72.69931030273438, 75.63383483886719, 80.84354400634766, 84.68436431884766, 79.53327941894531, 81.70537567138672, 83.3829574584961, 86.8076400756836, 89.38333892822266, 87.38433074951172, 91.72789001464844, 87.34994506835938, 90.96615600585938, 97.97969055175781, 85.61132049560547, 97.46895599365234, 87.1770248413086, 94.26524353027344, 97.22195434570312, 91.05657958984375, 96.04550170898438, 79.93333435058594, 84.089599609375, 94.34325408935547, 91.62165832519531, 94.09269714355469, 88.0387954711914, 84.21163940429688, 89.50350189208984, 107.7812271118164, 100.18779754638672, 93.54917907714844, 85.615234375, 94.82044219970703, 102.16752624511719, 87.69719696044922, 91.84565734863281, 99.49151611328125, 107.47901916503906, 99.37769317626953, 96.9330062866211, 97.07041931152344, 95.8590316772461, 98.17919158935547, 89.26194763183594, 103.1064453125, 105.18277740478516, 101.15486907958984, 101.4349594116211, 106.36173248291016], 'training_memory_usage': 0.0, 'training_time': 409.9567286968231, 'flops': 359.28, 'parameters': 70.94}"
n_agents = 25,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 25, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.0008174246879079234, 'inference_memory_usage': 0.0, 'loss': [2.976422748963038, 2.532078460852305, 2.377969914674759, 2.4373667438824973, 2.380708905061086, 2.308651065826416, 2.4888157208760577, 2.5030938545862833, 2.362543495496114, 2.2463992536067963, 2.2150515000025432, 2.483070109287898, 2.2725475509961446, 2.2744057416915893, 2.4304187456766764, 2.216845101118088, 1.9346886734167734, 2.1901544610659283, 1.9369541813929876, 1.9952867418527602, 2.246356169382731, 2.2690441568692523, 2.3099267075459164, 1.9820681095123291, 2.401368621985118, 2.6076797505219775, 2.0531138906876247, 2.4376102685928345, 1.980445346236229, 2.5329028765360513, 2.448855459690094, 2.570538278420766, 2.178461373845736, 2.4495550533135733, 2.146495380004247, 2.4651467204093933, 2.0525993009408317, 2.179563405116399, 2.3395761787891387, 2.158458555738131, 2.192663100361824, 2.2481222649415336, 2.249355874458949, 2.5063771486282347, 2.567493369181951, 2.2423860182364783, 2.4382467806339263, 2.384611946344376, 2.167430936296781, 2.7578551352024077, 2.3364139795303345, 2.1109234313170115, 2.2669895221789678, 2.494113900264104, 2.4209675987561545, 2.206928076346715, 2.5617573221524554, 2.2344494998455047, 2.585198536515236, 2.2405697484811147, 2.401974348227183, 2.356443272034327, 2.6509482006231946, 2.581484486659368, 2.6540575325489044, 2.704433153072993, 2.3104125519593555, 2.5555435995260876, 2.3124072790145873, 1.8773388077815374, 2.6093603988488514, 2.628877377510071, 2.465244630972544, 2.231552328666051, 2.389740465084712, 2.335753580927849, 2.128295835852623, 2.057338233788808, 2.104081866145134, 2.850940469900767], 'mean_rewards': [0.014408620074391365, 6.848813056945801, 12.9937744140625, 12.912208557128906, 12.791032791137695, 19.59525489807129, 11.53178596496582, 14.118467330932617, 14.840483665466309, 19.43109703063965, 26.357358932495117, 27.3184814453125, 19.318023681640625, 24.05529022216797, 39.979248046875, 31.0252628326416, 47.429203033447266, 49.1914176940918, 52.124813079833984, 54.09619903564453, 61.650455474853516, 49.97786331176758, 55.90327453613281, 52.09877014160156, 71.55459594726562, 53.802181243896484, 55.209632873535156, 57.4182243347168, 55.75721740722656, 67.8348617553711, 39.5828971862793, 60.5123405456543, 40.77276611328125, 59.767581939697266, 65.13920593261719, 57.94596862792969, 47.38982009887695, 74.2122802734375, 71.56621551513672, 78.7397689819336, 57.90168380737305, 72.35704040527344, 67.02436828613281, 61.902923583984375, 75.48656463623047, 55.90235900878906, 76.57793426513672, 71.80064392089844, 69.57157135009766, 75.68107604980469, 70.72067260742188, 67.45997619628906, 76.65150451660156, 62.69642639160156, 70.8580093383789, 83.34960174560547, 80.355712890625, 81.20442199707031, 81.05274200439453, 87.64991760253906, 76.36930084228516, 95.3386001586914, 80.5295181274414, 78.1102523803711, 78.6317138671875, 67.00301361083984, 72.7742919921875, 69.5434799194336, 89.67947387695312, 86.96806335449219, 82.90222930908203, 75.43656921386719, 79.52128601074219, 78.84233093261719, 68.01338195800781, 93.64287567138672, 71.27825164794922, 96.589599609375, 82.77930450439453, 76.11007690429688], 'training_memory_usage': 0.0, 'training_time': 484.8776390552521, 'flops': 446.26, 'parameters': 70.94}"
n_agents = 30,"PPOConfig: {'scenario_name': 'balance', 'strategy': <EmbeddingStrategy.SET_TRANSFORMER_INV: 'set_transformer_inv'>, 'n_agents': 30, 'decentralized_execution': True, 'frames_per_batch': 6000, 'n_iters': 80, 'num_epochs': 8, 'minibatch_size': 400, 'lr': 0.0003, 'max_grad_norm': 1.0, 'clip_epsilon': 0.2, 'gamma': 0.99, 'lmbda': 0.9, 'entropy_eps': 0.0001, 'max_steps': 200, 'embedding_depth': 2, 'embedding_num_cells': None, 'hidden_layer_width': 48, 'use_encoder_mlp': True, 'attention_heads': 1, 'model_dim': 48, 'max_agents': 5, 'inducing_points': 1, 'norm': False, 'count': 1, 'mlp_core_depth': 2, 'mlp_core_num_cells': 64, 'pooling_method': 'mean', 'embedding_mlp_critic': None, 'embedding_mlp_actor': None, 'core_mlp_actor': None, 'core_mlp_critic': None, 'profile': False, 'use_strategy_defaults': True}","{'inference_time': 0.0009620201647581167, 'inference_memory_usage': 0.0, 'loss': [3.003492299715678, 2.885756653547287, 3.080751520395279, 3.228067668279012, 3.081559145450592, 3.118956122795741, 3.2250255346298218, 3.3175218125184376, 3.34905557235082, 3.52759467959404, 3.2641979575157167, 2.8534935653209685, 2.9408181409041085, 3.1600124279658, 3.135048242410024, 2.907265524069468, 2.862067590157191, 2.7213343997796375, 2.8227235277493796, 2.978016277154287, 2.770898856719335, 2.9762022852897645, 2.896038915713628, 2.898855789502462, 3.589677184820175, 3.344010519981384, 3.287089463075002, 3.0739875038464866, 3.1580524186293286, 3.5471232771873473, 3.6137278497219087, 3.386318931976954, 3.7248069445292153, 3.497863320509593, 4.109926666816076, 3.4967947483062742, 3.3875847081343333, 3.501906462510427, 3.799179035425186, 3.164087756474813, 3.1594977060953777, 3.114173835515976, 3.4713658511638643, 3.0463545978069306, 3.241538272301356, 3.2820621609687803, 3.47342626452446, 3.0337292730808256, 2.9870142698287965, 2.778675738970439, 3.315284772713979, 3.1500934779644014, 2.921717405319214, 2.6079257289568583, 2.6984446247418723, 2.4680557350317636, 2.601402203241984, 2.6845596273740133, 2.7125285983085634, 2.331211096048355, 2.8957206070423127, 2.5977495193481444, 2.5804780602455137, 3.017141834894816, 2.9626933952172596, 3.081654316186905, 3.076228396097819, 2.673991886774699, 2.988651442527771, 2.8891888817151385, 2.819681876897812, 3.08310303290685, 3.4009125590324403, 3.3219942887624105, 3.8316983322302502, 3.236077545086543, 2.5914179464181264, 2.8472601413726806, 2.6327991286913552, 2.4730302969614666], 'mean_rewards': [-0.9723982214927673, 0.447969526052475, -1.5981775522232056, -0.6067734956741333, 1.7573350667953491, 1.2425456047058105, 5.262989044189453, 1.0771970748901367, -1.310413122177124, -2.684265613555908, -4.8414835929870605, 3.2213521003723145, 8.491387367248535, 12.302687644958496, 0.574363112449646, 5.578691005706787, 15.391196250915527, 15.103720664978027, 5.014335632324219, 11.13143253326416, 6.644288539886475, 10.529261589050293, 10.658707618713379, 5.46223783493042, 18.704437255859375, 8.205312728881836, 3.3369266986846924, 8.410076141357422, 17.98295021057129, 24.727283477783203, 13.695328712463379, 17.34457778930664, 14.698481559753418, 21.195375442504883, 18.7590274810791, 8.246683120727539, 13.129055976867676, 19.441341400146484, 5.679583549499512, 20.874555587768555, 15.961658477783203, 19.09752655029297, 15.541010856628418, 10.190823554992676, 15.806513786315918, 11.926239013671875, 11.6939115524292, 8.162768363952637, 22.786327362060547, 23.11225128173828, 16.94102668762207, 11.006476402282715, 19.128381729125977, 18.23947525024414, 14.451079368591309, 24.574796676635742, 23.602237701416016, 17.171283721923828, 21.29121208190918, 17.237667083740234, 36.48624801635742, 24.06658172607422, 28.51609992980957, 30.936758041381836, 34.327186584472656, 23.578392028808594, 12.561442375183105, 26.319116592407227, 19.648643493652344, 26.381698608398438, 24.46284294128418, 27.314159393310547, 32.17681121826172, 9.020498275756836, 27.46572494506836, 21.828752517700195, 24.599802017211914, 30.08407211303711, 37.9516487121582, 47.48234939575195], 'training_memory_usage': 0.0, 'training_time': 541.0132284164429, 'flops': 533.24, 'parameters': 70.94}"
